"var_name","H","AR_2SRR","AR_MSRRs","AR_MSRRd","AR+F_Ridge","AR+F_2SRR","AR+F_MSRRs","AR+F_MSRRd","AR+Tgt_Ridge","AR+Tgt_2SRR","AR+Tgt_MSRRs","AR+Tgt_MSRRd","AR+Pan_Ridge","AR+Pan_2SRR","AR+Pan_MSRRs","AR+Pan_MSRRd"
"CAMBIO",1,1.01999440475392,1.01009308289971,1.01722197879054,0.993684551921819,1.01327626755141,1.00748519029175,1.00335353058081,NA,NA,NA,NA,NA,NA,NA,NA
"IPCA",1,1.02082636640811,1.01683735022752,1.01684477755559,1.02446765222533,1.05066730984443,1.03152907232461,1.00428739146222,0.991597808381559,1.01401806896779,1.00545837336504,1.0281672777307,1.00540341987639,1.04807971440935,1.02455657844297,1.05858419153387
"PIB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SELIC",1,0.838442486384449,0.847706837937258,0.823304345981309,0.895828021692953,0.860117469641104,0.904596138712557,0.872788490716909,1.00977559361648,0.938688474784663,1.0341488713327,0.949653566128557,0.935918712566667,0.88514108931049,0.97856079141189,0.903702951132545
