"date","TVP_2SRR","Ridge"
1999-06-01,0.547959639091418,0.213168350246696
1999-07-01,0.568932250659236,0.213147360518305
1999-08-01,0.564331720072575,0.212862063825333
1999-09-01,0.608872153532674,0.212817085590937
1999-10-01,0.689485592985511,0.212970948006572
1999-11-01,0.639207932824576,0.212424290499824
1999-12-01,0.617132689133918,0.211970558813
2000-01-01,0.537634361875598,0.212946738320799
2000-02-01,0.429020451679323,0.211768406215253
2000-03-01,0.385521332189135,0.211903433615438
2000-04-01,0.491980026502054,0.211732184877931
2000-05-01,0.497866258563454,0.209561191242519
2000-06-01,0.371403273679076,0.209989361885447
2000-07-01,0.389797856312428,0.210090808931195
2000-08-01,0.378793631417311,0.209094923900852
2000-09-01,0.38558766647858,0.209180810052565
2000-10-01,0.425103806359826,0.208452458121631
2000-11-01,0.421895714330185,0.207801129939286
2000-12-01,0.421123060067743,0.207631900403651
2001-01-01,0.425254876344845,0.207694474435077
2001-02-01,0.422814925946324,0.207135109906125
2001-03-01,0.505284405421006,0.205906170501697
2001-04-01,0.498327109400973,0.205480659167352
2001-05-01,0.488356210278995,0.192150204553254
2001-06-01,0.483072580647154,0.191953154099272
2001-07-01,0.482074799910935,0.203745898765252
2001-08-01,0.50902912664764,0.190095415461775
2001-09-01,0.563351821111103,0.202284359937698
2001-10-01,0.543216843703411,0.194092897885398
2001-11-01,0.54867728210291,0.193983202223613
2001-12-01,0.582575038183742,0.195144380095985
2002-01-01,0.610224050191973,0.194643516564229
2002-02-01,0.564984291257195,0.193737307257213
2002-03-01,0.554573826195921,0.192195812192996
2002-04-01,0.554452403629867,0.191770126990547
2002-05-01,0.530478424980464,0.191571204551853
2002-06-01,0.615699341487751,0.190701369503945
2002-07-01,0.706841205738452,0.192295342835979
2002-08-01,0.657053456144903,0.191792317928294
2002-09-01,0.647890038277386,0.191404098649907
2002-10-01,0.647047703991368,0.191327764353797
2002-11-01,0.646662384819696,0.190839169262425
2002-12-01,0.646081441882978,0.190301761822138
2003-01-01,0.568098430430805,0.19059809839062
2003-02-01,0.573964964506366,0.191078074772265
2003-03-01,0.527226992660214,0.190930854535803
2003-04-01,0.372105728283679,0.19086431425139
2003-05-01,0.32609584911759,0.182201883896528
2003-06-01,0.319283130224078,0.181477689693368
2003-07-01,0.335662165709235,0.181009543655744
2003-08-01,0.365165977777484,0.180499101090511
2003-09-01,0.370708768436422,0.179289383375729
2003-10-01,0.356019977341732,0.17815829534071
2003-11-01,0.341822298223462,0.177699580535217
2003-12-01,0.34663101808851,0.177622140372183
2004-01-01,0.355303356625093,0.177773147855678
2004-02-01,0.341552300861948,0.177449766596028
2004-03-01,0.306501776075191,0.177299840410697
2004-04-01,0.299392145361771,0.177023877429165
2004-05-01,0.303307267229479,0.177286996263105
2004-06-01,0.311539575713412,0.177808820576739
2004-07-01,0.321609370068814,0.177672988332872
2004-08-01,0.321978473623759,0.176825356569144
2004-09-01,0.328661190368724,0.176478797124482
2004-10-01,0.393825446116734,0.176843380958336
2004-11-01,0.289988730722775,0.177063290884401
2004-12-01,0.290155197313626,0.177255997396045
2005-01-01,0.264461886550405,0.176495990839108
2005-02-01,0.264858587698003,0.176367368359043
2005-03-01,0.260345644667562,0.17708811366925
2005-04-01,0.257453230760522,0.177089671069231
2005-05-01,0.251878928133614,0.175985246559019
2005-06-01,0.252604554152811,0.174545161689146
2005-07-01,0.260661812228276,0.174248759374687
2005-08-01,0.347079162690504,0.174976979850349
2005-09-01,0.353710550925223,0.176085980002234
2005-10-01,0.20213971865325,0.176021218964717
2005-11-01,0.266529917008854,0.175965896767081
2005-12-01,0.2759666845703,0.176359269296716
2006-01-01,0.27646303214986,0.177337284829032
2006-02-01,0.304875919015804,0.177081025006804
2006-03-01,0.328988225966954,0.176705059221305
2006-04-01,0.377371138717999,0.177277470558325
2006-05-01,0.379230126878946,0.174600267696149
2006-06-01,0.307100236248694,0.174838550091864
2006-07-01,0.29006265264756,0.175478306049613
2006-08-01,0.275821417587622,0.175126104166427
2006-09-01,0.256663006489477,0.174825257285098
2006-10-01,0.223194838002029,0.168418467495431
2006-11-01,0.159392645036693,0.167969878301564
2006-12-01,0.146196288194615,0.171035060305303
2007-01-01,0.145900327221687,0.170663277913586
2007-02-01,0.180031303092089,0.170717973065229
2007-03-01,0.172544391389776,0.163615053101906
2007-04-01,0.154395038396181,0.165689011910081
2007-05-01,0.158702547879102,0.171294554367613
2007-06-01,0.238651768105421,0.168230505588364
2007-07-01,0.249188277453463,0.172124331217998
2007-08-01,0.272043081345624,0.166450566319489
2007-09-01,0.27066930133096,0.171141013727199
2007-10-01,0.277575382011022,0.170886335340858
2007-11-01,0.262395313538982,0.170769634356235
2007-12-01,0.258978925337914,0.170218226211701
2008-01-01,0.31065770954314,0.172787298063744
2008-02-01,0.32425808733227,0.171201554983775
2008-03-01,0.366219467429968,0.172118175686929
2008-04-01,0.365996332129694,0.172125876820298
2008-05-01,0.371780414470026,0.17208354851308
2008-06-01,0.372930947472148,0.172145112309217
2008-07-01,0.369796543785762,0.17269347895068
2008-08-01,0.353782219892906,0.172612466296917
2008-09-01,0.359602682872456,0.175010985245322
2008-10-01,0.343510155959778,0.177869190598853
2008-11-01,0.29237201658429,0.176328466255513
2008-12-01,0.303913945319732,0.173815178125294
2009-01-01,0.502802529994785,0.174718639303747
2009-02-01,0.53338551594746,0.174205894901857
2009-03-01,0.442982460031834,0.173453679310084
2009-04-01,0.42555362090348,0.174441683490716
2009-05-01,0.475664156495598,0.174535682812091
2009-06-01,0.426675329528768,0.175637782110653
2009-07-01,0.414188643708838,0.171861067834924
2009-08-01,0.381155914016435,0.172760311160782
2009-09-01,0.372194804184637,0.170587776628505
2009-10-01,0.497495123103681,0.17221892601928
2009-11-01,0.485471490072824,0.167636751503507
2009-12-01,0.438916992870354,0.170227110005094
2010-01-01,0.52623370814649,0.176654248309282
2010-02-01,0.530336767933655,0.169420325303574
2010-03-01,0.57942599877505,0.169185781911983
2010-04-01,0.574258891678023,0.184339614095434
2010-05-01,0.577038438108051,0.182717656980494
2010-06-01,0.575223481246239,0.170886121487372
2010-07-01,0.561645298513268,0.172850843798416
2010-08-01,0.490592366892257,0.172786882021205
2010-09-01,0.466759819369448,0.163008867722035
2010-10-01,0.471842177119308,0.165227425492382
2010-11-01,0.447365726059779,0.167523821864408
2010-12-01,0.430832077600562,0.167955181556837
2011-01-01,0.460522137068854,0.172565287069946
2011-02-01,0.38879329826368,0.172765258263792
