"date","ratio","pct_wins"
2002-06-01,0.793094162882572,58.3333333333333
2002-07-01,0.825626932224417,58.3333333333333
2002-08-01,0.83224407519966,58.3333333333333
2002-09-01,0.843216645018892,58.3333333333333
2002-10-01,0.824928941177575,61.1111111111111
2002-11-01,0.82791079686348,58.3333333333333
2002-12-01,0.8322208726677,55.5555555555556
2003-01-01,0.832995871393701,55.5555555555556
2003-02-01,0.824916303822708,58.3333333333333
2003-03-01,0.793844664060956,61.1111111111111
2003-04-01,0.793387768150791,63.8888888888889
2003-05-01,0.782673032968007,66.6666666666667
2003-06-01,0.775331076391685,66.6666666666667
2003-07-01,0.821740327989706,66.6666666666667
2003-08-01,0.831374012346682,66.6666666666667
2003-09-01,0.808634850636891,69.4444444444444
2003-10-01,0.812464280151403,66.6666666666667
2003-11-01,0.802383219784213,66.6666666666667
2003-12-01,0.792101669104091,66.6666666666667
2004-01-01,0.791324015218837,69.4444444444444
2004-02-01,0.784696950163673,69.4444444444444
2004-03-01,0.782324829921756,72.2222222222222
2004-04-01,0.801706465468739,72.2222222222222
2004-05-01,0.804812531742947,69.4444444444444
2004-06-01,0.816633414072028,69.4444444444444
2004-07-01,0.812800773150315,72.2222222222222
2004-08-01,0.826651363500511,72.2222222222222
2004-09-01,0.82649834272195,72.2222222222222
2004-10-01,0.820172811368282,72.2222222222222
2004-11-01,0.785939634863935,75
2004-12-01,0.799047127727972,75
2005-01-01,0.788334916069104,77.7777777777778
2005-02-01,0.770608205232863,77.7777777777778
2005-03-01,0.735191564618583,77.7777777777778
2005-04-01,0.724422117383203,77.7777777777778
2005-05-01,0.728633992744139,75
2005-06-01,0.714901117103989,77.7777777777778
2005-07-01,0.708101371098262,77.7777777777778
2005-08-01,0.703244444538363,77.7777777777778
2005-09-01,0.696851362254336,77.7777777777778
2005-10-01,0.730628841729937,75
2005-11-01,0.737075129463101,75
2005-12-01,0.660524700945221,77.7777777777778
2006-01-01,0.636406695669754,77.7777777777778
2006-02-01,0.717166122936063,75
2006-03-01,0.767560168100548,72.2222222222222
2006-04-01,0.768535346252734,72.2222222222222
2006-05-01,0.770958819939952,69.4444444444444
2006-06-01,0.779143516835828,66.6666666666667
2006-07-01,0.758385852738092,66.6666666666667
2006-08-01,0.773346438051246,63.8888888888889
2006-09-01,0.781528251256318,63.8888888888889
2006-10-01,0.778859872872397,66.6666666666667
2006-11-01,0.758896375032642,66.6666666666667
2006-12-01,0.78078496303509,63.8888888888889
2007-01-01,0.781858051638615,63.8888888888889
2007-02-01,0.783306925398403,63.8888888888889
2007-03-01,0.801218019859639,61.1111111111111
2007-04-01,0.839806781533073,58.3333333333333
2007-05-01,0.84837641521166,58.3333333333333
2007-06-01,0.852449393701854,55.5555555555556
2007-07-01,0.853551338537949,52.7777777777778
2007-08-01,0.854442394236088,52.7777777777778
2007-09-01,0.85618044173641,52.7777777777778
2007-10-01,0.856577812476703,52.7777777777778
2007-11-01,0.879798171530692,50
2007-12-01,0.878471443320758,50
2008-01-01,0.877262335792695,50
2008-02-01,0.892190765781866,47.2222222222222
2008-03-01,0.885704052959847,47.2222222222222
2008-04-01,0.889291577403132,44.4444444444444
2008-05-01,0.879969148843578,47.2222222222222
2008-06-01,0.867001115046165,47.2222222222222
2008-07-01,0.828391307090385,47.2222222222222
2008-08-01,0.829687839142264,47.2222222222222
2008-09-01,0.870019183414276,44.4444444444444
2008-10-01,0.860829782148207,47.2222222222222
2008-11-01,0.987554278773854,47.2222222222222
2008-12-01,1.04866623901527,47.2222222222222
2009-01-01,1.05713151389089,47.2222222222222
2009-02-01,1.12844579677127,47.2222222222222
2009-03-01,1.07473743501773,50
2009-04-01,1.06610886339595,50
2009-05-01,1.07729286182442,50
2009-06-01,1.08353703002771,50
2009-07-01,1.08703602191226,50
2009-08-01,1.0671120053526,52.7777777777778
2009-09-01,1.08019608379877,50
2009-10-01,1.09438987168142,47.2222222222222
2009-11-01,1.18924017435373,44.4444444444444
2009-12-01,1.17922976679982,47.2222222222222
2010-01-01,1.18130690481233,44.4444444444444
2010-02-01,1.1829580448089,44.4444444444444
2010-03-01,1.17872492598954,44.4444444444444
2010-04-01,1.16779528681976,44.4444444444444
2010-05-01,1.16718112481766,44.4444444444444
2010-06-01,1.16512274065341,47.2222222222222
2010-07-01,1.16630913135292,47.2222222222222
2010-08-01,1.17240469174364,44.4444444444444
2010-09-01,1.17095843835084,44.4444444444444
2010-10-01,1.16882414773206,44.4444444444444
2010-11-01,1.16715176775849,47.2222222222222
2010-12-01,1.16263427521342,47.2222222222222
2011-01-01,1.16265183838277,47.2222222222222
2011-02-01,1.156020965568,50
2011-03-01,1.1497328453956,52.7777777777778
2011-04-01,1.14710712119425,52.7777777777778
2011-05-01,1.14740073334956,52.7777777777778
2011-06-01,1.16682243027175,50
2011-07-01,1.2047063197719,47.2222222222222
2011-08-01,1.20965080679135,47.2222222222222
2011-09-01,1.20033813094852,50
2011-10-01,1.21719886803059,47.2222222222222
2011-11-01,1.18325512796647,47.2222222222222
2011-12-01,1.26487495236039,44.4444444444444
2012-01-01,1.29488538900027,44.4444444444444
2012-02-01,1.15391097436984,44.4444444444444
2012-03-01,1.26189932915572,44.4444444444444
2012-04-01,1.29979804751724,41.6666666666667
2012-05-01,1.27269467191375,41.6666666666667
2012-06-01,1.27956833315701,44.4444444444444
2012-07-01,1.2620349254972,47.2222222222222
2012-08-01,1.34451464880213,47.2222222222222
2012-09-01,1.24170725487462,50
2012-10-01,1.199795271796,52.7777777777778
2012-11-01,0.831755976881854,52.7777777777778
2012-12-01,0.859731278410158,50
2013-01-01,0.846874125633916,52.7777777777778
2013-02-01,0.837566035269896,52.7777777777778
2013-03-01,0.862720592562001,52.7777777777778
2013-04-01,0.894597127515785,52.7777777777778
2013-05-01,0.880287051627952,55.5555555555556
2013-06-01,0.885260042618103,52.7777777777778
2013-07-01,0.870717248791622,55.5555555555556
2013-08-01,0.833041901698307,58.3333333333333
2013-09-01,0.844275214983104,55.5555555555556
2013-10-01,0.841162591807227,55.5555555555556
2013-11-01,0.850850370832277,55.5555555555556
2013-12-01,0.876028492353047,55.5555555555556
2014-01-01,0.871043605548099,55.5555555555556
2014-02-01,0.892032528238098,55.5555555555556
2014-03-01,0.922477826075492,52.7777777777778
2014-04-01,0.905520412315385,55.5555555555556
2014-05-01,0.923784785558426,55.5555555555556
2014-06-01,0.895016508714668,55.5555555555556
2014-07-01,0.893405584269213,55.5555555555556
2014-08-01,0.894345541454332,52.7777777777778
2014-09-01,0.923929227284386,50
2014-10-01,0.912356948776592,52.7777777777778
2014-11-01,0.91651060198054,52.7777777777778
2014-12-01,0.888895641242686,55.5555555555556
2015-01-01,0.85604313992928,55.5555555555556
2015-02-01,0.823077601123804,58.3333333333333
2015-03-01,0.881675688684364,55.5555555555556
2015-04-01,1.03203790425627,55.5555555555556
2015-05-01,1.04936298914474,55.5555555555556
2015-06-01,1.14268315945601,52.7777777777778
2015-07-01,1.17933099582995,50
2015-08-01,1.20500475873775,47.2222222222222
2015-09-01,1.2426619398003,47.2222222222222
2015-10-01,1.29042387820334,47.2222222222222
2015-11-01,1.2891754430611,47.2222222222222
2015-12-01,1.29038062036777,50
2016-01-01,1.32289388455122,47.2222222222222
2016-02-01,1.33172580062295,44.4444444444444
2016-03-01,1.30241666835069,44.4444444444444
2016-04-01,1.28674339833665,44.4444444444444
2016-05-01,1.30862755724832,41.6666666666667
2016-06-01,1.29848884425375,44.4444444444444
2016-07-01,1.31787765118875,41.6666666666667
2016-08-01,1.32649933048788,38.8888888888889
2016-09-01,1.31768263419881,38.8888888888889
2016-10-01,1.29589070516104,41.6666666666667
2016-11-01,1.29596574032341,41.6666666666667
2016-12-01,1.30104583078401,38.8888888888889
2017-01-01,1.32491186314271,36.1111111111111
2017-02-01,1.32284380508909,33.3333333333333
2017-03-01,1.31994479397439,36.1111111111111
2017-04-01,1.32455097764942,33.3333333333333
2017-05-01,1.32991583996928,30.5555555555556
2017-06-01,1.33504194451804,30.5555555555556
2017-07-01,1.34788322903823,30.5555555555556
2017-08-01,1.33716557287603,33.3333333333333
2017-09-01,1.31329945170366,36.1111111111111
2017-10-01,1.29632313549736,36.1111111111111
2017-11-01,1.29054579526222,38.8888888888889
2017-12-01,1.3191302438991,38.8888888888889
2018-01-01,1.45248654647574,36.1111111111111
2018-02-01,1.52168896737445,36.1111111111111
2018-03-01,1.46775138429811,38.8888888888889
2018-04-01,1.37570244095841,41.6666666666667
2018-05-01,1.34998878323849,44.4444444444444
2018-06-01,1.19597096491324,44.4444444444444
2018-07-01,1.15246952538141,44.4444444444444
2018-08-01,1.17685285158931,44.4444444444444
2018-09-01,1.19442252245458,44.4444444444444
2018-10-01,1.20223583290886,44.4444444444444
2018-11-01,1.20348473753184,44.4444444444444
2018-12-01,1.20766872855481,41.6666666666667
2019-01-01,1.17386456254637,41.6666666666667
2019-02-01,1.1906731049685,41.6666666666667
2019-03-01,1.19435827722184,41.6666666666667
2019-04-01,1.12732630962123,44.4444444444444
2019-05-01,1.1194444884111,47.2222222222222
2019-06-01,1.12212801126196,47.2222222222222
2019-07-01,1.10250457356886,50
2019-08-01,1.10836531686897,50
2019-09-01,1.12631294603444,50
2019-10-01,1.15337668031992,47.2222222222222
2019-11-01,1.15157108630049,44.4444444444444
2019-12-01,1.14867281843556,44.4444444444444
2020-01-01,1.13599731618757,44.4444444444444
2020-02-01,1.13785619108974,47.2222222222222
2020-03-01,1.07569087696024,47.2222222222222
2020-04-01,0.996021430680574,50
2020-05-01,0.942043597775362,52.7777777777778
2020-06-01,0.948702398256077,52.7777777777778
2020-07-01,1.28840123907501,52.7777777777778
2020-08-01,1.08916208339967,52.7777777777778
2020-09-01,1.11603529861516,50
2020-10-01,1.10528963534411,50
2020-11-01,1.09523952414297,50
2020-12-01,1.10598938739187,47.2222222222222
2021-01-01,1.10667930502681,47.2222222222222
2021-02-01,1.11685790961871,44.4444444444444
2021-03-01,1.1246434578067,41.6666666666667
2021-04-01,1.13833841488659,38.8888888888889
2021-05-01,1.14630808241789,36.1111111111111
2021-06-01,1.17527513871888,36.1111111111111
2021-07-01,1.19443026035704,36.1111111111111
2021-08-01,1.17472247531574,38.8888888888889
2021-09-01,1.17910892761922,36.1111111111111
2021-10-01,1.17543698449487,36.1111111111111
2021-11-01,1.15291057217682,38.8888888888889
2021-12-01,1.0985291566791,41.6666666666667
2022-01-01,1.0860252968595,44.4444444444444
2022-02-01,1.07956434933408,47.2222222222222
2022-03-01,1.06473618724314,50
2022-04-01,1.0610100558755,50
2022-05-01,1.04270916782535,50
2022-06-01,1.02848776345445,50
2022-07-01,1.0103005900972,50
2022-08-01,1.00958481043968,50
2022-09-01,1.03305011015622,50
2022-10-01,1.03026550216632,52.7777777777778
2022-11-01,1.04385866566115,52.7777777777778
2022-12-01,1.04756114904693,52.7777777777778
2023-01-01,1.04630614592136,55.5555555555556
2023-02-01,1.04718274607307,52.7777777777778
2023-03-01,1.04855337016981,52.7777777777778
2023-04-01,1.06383315050662,50
2023-05-01,1.08934193036435,47.2222222222222
2023-06-01,1.08914852979818,47.2222222222222
2023-07-01,0.931169313611168,50
2023-08-01,1.00883317038723,50
2023-09-01,0.986491625732031,50
2023-10-01,0.999551217900313,50
2023-11-01,1.00544578223718,50
2023-12-01,0.986263548907845,52.7777777777778
2024-01-01,0.974662080613428,52.7777777777778
2024-02-01,0.964953428178275,52.7777777777778
2024-03-01,0.957675435132025,55.5555555555556
2024-04-01,0.941460243312827,58.3333333333333
2024-05-01,0.906585504105683,61.1111111111111
2024-06-01,0.820520761918602,63.8888888888889
2024-07-01,0.766185816074067,66.6666666666667
2024-08-01,0.770802243274938,66.6666666666667
2024-09-01,0.76421830890472,66.6666666666667
2024-10-01,0.760457315291004,63.8888888888889
2024-11-01,0.738591190015358,63.8888888888889
2024-12-01,0.793798259003004,61.1111111111111
2025-01-01,0.822099211708829,58.3333333333333
2025-02-01,0.843065247488254,55.5555555555556
2025-03-01,0.851963919937839,55.5555555555556
2025-04-01,0.869355185903371,55.5555555555556
2025-05-01,0.914312115872659,55.5555555555556
