"date","ganho","delta_lam"
"1999-07-01",0.55075473603315,2433.52129072138
"1999-08-01",0.101543214912819,2439.95518723466
"1999-09-01",0.355998168508434,2442.26149344244
"1999-10-01",-0.0967153137169659,2447.07132535473
"1999-11-01",0.0168023193300966,2450.90984332869
"1999-12-01",0.0959325419146096,2454.257861008
"2000-01-01",0.0179294503223893,2458.90093156886
"2000-02-01",-0.0967991980895089,2460.93110507003
"2000-03-01",-0.178089362264997,2461.7513856289
"2000-04-01",-0.0241074614287389,2467.83674252319
"2000-05-01",-0.000140286704700909,2469.74660495617
"2000-06-01",0.191626013061094,2474.18288818734
"2000-07-01",-0.12534180027167,2478.79383955621
"2000-08-01",0.213878436208144,2481.29565764599
"2000-09-01",-0.0796569011959902,2482.68601464685
"2000-10-01",0.0815626797179932,2485.63189406483
"2000-11-01",0.102403812469261,2486.56696838006
"2000-12-01",0.100689233990656,2489.16805762652
"2001-01-01",-0.00799821046450247,2497.29506845293
"2001-02-01",0.127988573570938,2497.2632893927
"2001-03-01",-0.00379254113793658,2494.14435979814
"2001-04-01",0.571270393417322,2493.45141345265
"2001-05-01",0.0171868421340363,2495.87643873582
"2001-06-01",0.353973261633107,2492.73373986428
"2001-07-01",-0.0296456609901232,2490.54247088052
"2001-08-01",0.433837060286078,2485.54523234742
"2001-09-01",0.144747438691775,2477.86484256036
"2001-10-01",-0.262745817484987,2466.61567491729
"2001-11-01",-0.138980984326261,2457.40714116985
"2001-12-01",0.428760515834483,2449.67328649597
"2002-01-01",-0.140445784992766,2442.00290861853
"2002-02-01",0.228099017852308,2438.60826253416
"2002-03-01",-0.763716573143937,2438.57505916055
"2002-04-01",0.111469195559909,2442.88956528462
"2002-05-01",0.195856560939154,2448.10296240609
"2002-06-01",-0.0152088550516082,2452.88043786169
"2002-07-01",0.0720789195884511,2453.09652253324
"2002-08-01",0.00253914507617619,2453.44449276727
"2002-09-01",0.193401068894114,2453.49811297324
"2002-10-01",0.132128031977327,2455.08676662516
"2002-11-01",-0.0214170016409952,2457.58183326562
"2002-12-01",-0.000534020615585868,2455.78846809856
"2003-01-01",0.00545935407972101,2456.15513524112
"2003-02-01",0.0504459081813856,2457.99219661507
"2003-03-01",0.274094642355703,2464.03995117339
"2003-04-01",0.0289655953720493,2466.47620640199
"2003-05-01",0.763695809842238,2470.46083010354
"2003-06-01",0.71965381652081,2477.32173052617
"2003-07-01",-0.839575237943815,2473.98937056952
"2003-08-01",0.177347521507262,2477.38887136481
"2003-09-01",0.430006429270959,2488.97730804052
"2003-10-01",-0.0105757451402608,2494.90744458221
"2003-11-01",0.417370862404074,918.914650583201
"2003-12-01",0.330655759973964,2502.03142624814
"2004-01-01",0.0709737239827492,2501.40591632939
"2004-02-01",0.296117677953929,2505.03073596632
"2004-03-01",0.0590089905081484,2509.28973947599
"2004-04-01",0.037380788682941,2511.55299891952
"2004-05-01",-0.0434461153908359,2512.58548748309
"2004-06-01",0.0476820745090531,2513.81706561534
"2004-07-01",0.0338121185596234,2518.9888583428
"2004-08-01",0.0839917030857921,2522.30817677595
"2004-09-01",0.137348975466648,2527.57430038763
"2004-10-01",-0.112618899996778,2525.79852302163
"2004-11-01",0.772836397558978,2528.38962997115
"2004-12-01",0.0549318308678644,2539.69100291667
"2005-01-01",0.224463792265567,2540.78699084941
"2005-02-01",0.707708234665464,2548.93353754755
"2005-03-01",-0.285315434567257,2552.85792132744
"2005-04-01",0.164482532937164,2555.45861059233
"2005-05-01",-0.0236882884485708,2560.22267342607
"2005-06-01",0.444520860251266,2565.76049165328
"2005-07-01",0.175705490332001,2568.18342746198
"2005-08-01",0.271567843083361,2568.76979967947
"2005-09-01",2.15914853017338,2579.54028942536
"2005-10-01",-0.22449977045055,2589.04522193108
"2005-11-01",-0.0658448564431016,2591.72606823487
"2005-12-01",4.96864119611413,2597.44987191192
"2006-01-01",1.87284036859604,2638.34784375066
"2006-02-01",-2.6720483725206,2644.64146272937
"2006-03-01",-1.69381758215788,7201.24547785478
"2006-04-01",0.0555843007797119,7205.85596825496
"2006-05-01",-0.0103276823104445,2657.0871763034
"2006-06-01",-0.0518062337363708,2660.90906507797
"2006-07-01",-0.186942881484049,2663.31490130429
"2006-08-01",-0.559359665329545,2667.50804001674
"2006-09-01",0.0314417395716605,7255.92621485731
"2006-10-01",0.879303358587178,7253.14192914922
"2006-11-01",2.41741938324036,7264.94012226643
"2006-12-01",-0.583721172225629,7275.95985749794
"2007-01-01",0.086907110377115,7265.68657701635
"2007-02-01",0.240577834146598,2680.50721583673
"2007-03-01",-0.649670588403215,2683.04701536827
"2007-04-01",-1.51452039802242,2686.38046025696
"2007-05-01",-0.389623928749739,7313.63486435406
"2007-06-01",-0.128503180026627,7319.24272519566
"2007-07-01",-0.0130575569534516,7327.66493121933
"2007-08-01",0.0629659314533465,2694.4673098334
"2007-09-01",0.0258400128625345,2699.16825949163
"2007-10-01",-0.168166177635018,2701.60104689581
"2007-11-01",-0.115218181990008,2705.46809748613
"2007-12-01",0.214032504543988,2716.75770093114
"2008-01-01",0.213233682423736,2718.94789808221
"2008-02-01",-0.0791390255123675,2718.3680690778
"2008-03-01",-0.0186896672578587,2727.16380984668
"2008-04-01",-0.0593843914351397,2726.15115242605
"2008-05-01",0.470869284420517,2729.47328343935
"2008-06-01",1.35731353364914,2739.04539988576
"2008-07-01",2.96217868707062,2744.51220743167
"2008-08-01",0.293070041855484,2739.74202695378
"2008-09-01",-0.725911345239779,2722.21049578687
"2008-10-01",0.630591920887081,2702.94426108965
"2008-11-01",-6.32957269556572,2682.97999234032
"2008-12-01",0.0907482686270882,2665.79624827788
"2009-01-01",1.22192192820368,2650.46643675911
"2009-02-01",-10.2171742074688,2584.00488210028
"2009-03-01",2.92905173434073,964.082963951832
"2009-04-01",0.870014014215813,974.352349827179
"2009-05-01",-1.26676291676252,976.512899456503
"2009-06-01",-1.19021696474375,972.798503065003
"2009-07-01",-0.795430051918991,977.847387379809
"2009-08-01",1.54355309055985,979.107573335131
"2009-09-01",-1.51556150585714,981.8486299511
"2009-10-01",-0.685741895319727,985.331163766048
"2009-11-01",-8.03388982052633,988.266098191617
"2009-12-01",0.483225549555265,990.322538421825
"2010-01-01",-0.0391132492624057,990.903196628348
"2010-02-01",0.0672942581931645,992.847916855063
"2010-03-01",-0.143741512100872,993.454370978021
"2010-04-01",-0.197910325781013,992.580848696523
"2010-05-01",-0.325414662268153,992.488156532039
"2010-06-01",0.0774102912463074,992.28246347962
"2010-07-01",-0.154700563389093,991.335700593778
"2010-08-01",-0.680453679023403,990.593444046652
"2010-09-01",0.10967326898634,990.717173158924
"2010-10-01",-0.0917856471287897,363.816198595256
"2010-11-01",0.350962372254681,991.416802540592
"2010-12-01",0.665903192356664,364.307027824163
"2011-01-01",0.164011067467515,364.741428557572
"2011-02-01",0.523159223213208,365.002597690383
"2011-03-01",0.524700967264944,365.205688476735
"2011-04-01",-0.0453375737310864,365.402326048086
"2011-05-01",0.408366961154157,365.891347603487
"2011-06-01",-0.365247563836271,366.645728596919
"2011-07-01",-0.0411024153179636,367.062385173821
"2011-08-01",0.0119918097754697,367.712211023386
"2011-09-01",0.304984131254255,367.994723242673
"2011-10-01",-0.0574360852997762,368.685243367834
"2011-11-01",-0.0350039651299947,368.988957711531
"2011-12-01",-0.103440650020541,369.193717181533
"2012-01-01",0.0846686090806964,369.067805693321
"2012-02-01",-0.0115018376615435,369.18017369427
"2012-03-01",0.178852323039747,369.428844542093
"2012-04-01",-0.00380122001095702,369.960607589196
"2012-05-01",-0.0694549830080728,370.630210916719
"2012-06-01",0.0717153038888717,371.102285565683
"2012-07-01",0.229396873270181,371.250420867417
"2012-08-01",0.186409648711394,370.294170908399
"2012-09-01",0.641618755274569,370.475514905034
"2012-10-01",0.534873188655642,371.641929802163
"2012-11-01",-0.00669376369274289,372.628616292901
"2012-12-01",-0.0758075483483264,373.246106179233
"2013-01-01",0.260985775470475,373.998959820541
"2013-02-01",0.240632547919507,373.799179025986
"2013-03-01",-0.603040010419597,374.912008968625
"2013-04-01",-0.748100378930005,375.470471810174
"2013-05-01",0.126279725470551,375.850288788478
"2013-06-01",-0.0533986408659439,376.064267420043
"2013-07-01",0.196169140344708,375.783487806589
"2013-08-01",0.0381753045131453,375.813100786825
"2013-09-01",-0.185851308557972,1024.21675441037
"2013-10-01",-0.17618850292999,1025.04191992783
"2013-11-01",0.011187743004003,1025.05795506109
"2013-12-01",0.0483096532851118,1024.88502975758
"2014-01-01",0.204651967616255,1025.71481093082
"2014-02-01",0.0687612287705419,1026.46222306137
"2014-03-01",-0.0634167616425864,1026.58195855433
"2014-04-01",0.0380747434599488,1026.93545021602
"2014-05-01",0.103388363001021,1027.59967242232
"2014-06-01",-0.0176620956318996,1028.00605627263
"2014-07-01",-0.0214019293695691,1028.03199663653
"2014-08-01",-0.00194124056158679,1029.17587133518
"2014-09-01",-0.0932923542843813,1028.95607150021
"2014-10-01",0.100415198781714,937.081795370257
"2014-11-01",-0.065641441888573,1027.37493733464
"2014-12-01",0.32341844476113,1026.38536904446
"2015-01-01",0.938202775008527,1026.67072664135
"2015-02-01",0.70017052710201,1020.98987508531
"2015-03-01",-0.80675165881721,1015.79552815957
"2015-04-01",-2.76130760392417,1014.16699599235
"2015-05-01",-0.448864653689749,1018.8570880361
"2015-06-01",-2.01438957368222,1019.67805023584
"2015-07-01",-0.560584797786943,1019.78404527152
"2015-08-01",-0.363841148044505,1022.13596556278
"2015-09-01",0.147123456577603,1024.22464379091
"2015-10-01",0.0593011358864974,1024.9818920018
"2015-11-01",-0.0201158695086602,1023.86061963413
"2015-12-01",0.0389477138000482,1024.17866208818
"2016-01-01",-0.308855436653722,1022.65391519451
"2016-02-01",-0.0451497790690528,1022.67013485771
"2016-03-01",-0.00667779644582876,1021.30175224218
"2016-04-01",-0.322388580657956,1020.45008525476
"2016-05-01",-0.203597323449725,1021.83008063953
"2016-06-01",0.0468162680140752,1023.70971374721
"2016-07-01",-0.0054792165007516,1024.64594077161
"2016-08-01",-0.000971534676275896,1025.96892617071
"2016-09-01",-0.0116649833743148,1026.48103019615
"2016-10-01",0.12366438987866,1026.87175999848
"2016-11-01",0.00487833022966713,1028.52476219781
"2016-12-01",-0.0201747261026619,1028.77657245358
"2017-01-01",-0.153758168965767,1029.35774247987
"2017-02-01",-0.046953922174876,1030.56378981877
"2017-03-01",0.00113047494856074,1031.8228903494
"2017-04-01",-0.165465316287943,1031.84120937318
"2017-05-01",-0.069206339880742,1034.34097271203
"2017-06-01",-0.116226946726232,1033.89378042636
"2017-07-01",-0.37038606484069,1033.64981062801
"2017-08-01",0.124362982293075,1032.8528608548
"2017-09-01",0.166752577768361,1033.2054718979
"2017-10-01",0.22729804455235,1033.91253111393
"2017-11-01",0.0573661856301186,1035.03454422791
"2017-12-01",0.0124591137453191,1035.86988630922
"2018-01-01",-0.480364273634117,1037.01876405801
"2018-02-01",0.0739088778252374,1038.52487305442
"2018-03-01",0.094373809608711,1039.08678276055
"2018-04-01",0.00897340374659647,1039.59235988666
"2018-05-01",0.00660645629528173,1041.61647941464
"2018-06-01",-0.0549572628167016,1042.15575677858
"2018-07-01",-0.017019384027112,1043.22463898403
"2018-08-01",-0.627477730711145,1043.15088246366
"2018-09-01",0.0180215916658487,1043.7978579298
"2018-10-01",0.0297601498390551,1044.09347186872
"2018-11-01",-0.00793788954489238,790.3045334069
"2018-12-01",-0.011858222559071,1046.03241755365
"2019-01-01",-0.0713950108998944,1047.51494495023
"2019-02-01",-0.0753056305386301,1048.7600874091
"2019-03-01",-0.0597651485273836,1048.34330336631
"2019-04-01",0.274850528783739,1049.05440920722
"2019-05-01",0.0398012296422097,547.743417741409
"2019-06-01",0.0493256174609854,1052.72767979039
"2019-07-01",0.141247506611446,1053.68241259691
"2019-08-01",-0.0549343633183436,1055.08941793279
"2019-09-01",-0.18431264355576,1055.34468413242
"2019-10-01",-0.0812904605412386,1055.54618052848
"2019-11-01",-0.00208768170942282,1056.47344818841
"2019-12-01",-0.0088113386016455,1057.31877538725
"2020-01-01",-0.0127633863303398,1058.88054923536
"2020-02-01",0.0191599843604704,417.287984636094
"2020-03-01",0.408093674458056,1072.63461010128
"2020-04-01",0.613569154911376,2777.95047220889
"2020-05-01",1.07410289596912,2753.49018490195
"2020-06-01",-0.176708801977599,2064.54752756918
"2020-07-01",-9.04032382323752,2727.84532060794
"2020-08-01",4.28615629666086,2745.65688018229
"2020-09-01",-1.02145913076003,1588.23774107781
"2020-10-01",0.587931070178997,1002.8721078667
"2020-11-01",0.412923453007556,1326.82477247627
"2020-12-01",-0.439923380241387,833.467678078899
"2021-01-01",-0.474810619964624,2798.59394655527
"2021-02-01",-0.397194717788518,1932.01323471683
"2021-03-01",-0.229239979235635,918.559787155503
"2021-04-01",-0.617556101837443,1216.91488581283
