"h","RMSE_Felipe","RMSE_Coulombe","Ratio_FelipeCoulombe","Felipe_melhor","DM_stat","DM_pvalue","n"
1,0.291152274414308,0.324857113406792,0.896247188066718,TRUE,-0.718194495721041,0.763410858198444,311
3,0.774936589970967,0.730924377548635,1.06021445415453,FALSE,0.580053443391121,0.281149965829754,311
6,1.46924861526729,0.980721181270608,1.49813080753874,FALSE,1.9988088680911,0.0232509487036165,311
12,2.82752611067923,1.32893359984046,2.12766545372822,FALSE,2.4816648308458,0.00680333988249753,311
