"h","RMSE_Felipe","RMSE_Coulombe","Ratio_FelipeCoulombe","DM_stat","DM_pvalue","n"
1,0.291152274414308,0.324857113406792,0.896247188066717,-0.718194495721042,0.763410858198445,311
3,1.1716070938562,0.730924377548635,1.60291150472435,2.23730949929623,0.0129882711606367,311
6,5.01936616417423,0.980721181270608,5.11803584956859,1.50538279504697,0.0666219476056562,311
12,72.0999905527289,1.32893359984046,54.2540203373477,1.0347963749981,0.150785283680801,311
