"t","intercept","y_lag1","y_lag2","F1_lag1","F2_lag1","F3_lag1","F4_lag1","F5_lag1","F6_lag1","F7_lag1","F8_lag1","F1_lag2","F2_lag2","F3_lag2","F4_lag2","F5_lag2","F6_lag2","F7_lag2","F8_lag2","date"
516,0.301493723655365,0.0287574502119271,0.118262799576808,-0.00959852727339174,0.0331878129346028,0.000787443549142421,-0.00816097736675164,-0.0212403517933899,-0.00938788494894438,0.00769252432548234,-0.0113961914575048,0.00209308104014805,0.0151189235020076,-0.00202461189833541,0.00434308977629414,0.00996573996157567,-0.0042114825214966,3.54292314643717e-05,-0.0126543453752327,2002-12-01
517,0.301495702876043,0.0290362943363061,0.117379055975781,-0.00965266079883105,0.0332817471462377,0.00071213598141598,-0.00805940148269741,-0.020757721059163,-0.00991404124331446,0.00764365594368716,-0.0116118896169923,0.00211762319854983,0.0150790098283474,-0.001923592459426,0.00421941362403173,0.0102147347494533,-0.00428870198113774,-5.58448852792923e-05,-0.0121430076296345,2003-01-01
518,0.302010658255948,0.0300314903320231,0.116518891794314,-0.00972230389049916,0.0332553667920369,0.000275360342178663,-0.00728016269908603,-0.0202808898305176,-0.0107324524759041,0.00810101497444383,-0.0110909704592985,0.00211382665955943,0.0148895455083971,-0.0014751086173478,0.00360945072679335,0.0103248400982682,-0.0045511151072665,0.000120386281810958,-0.0118133862027856,2003-02-01
519,0.302557359606012,0.0287918953342476,0.117199711964768,-0.00958397813608194,0.0334890865030713,0.000122129006426815,-0.00694278216184227,-0.0209458612259161,-0.0099766480734769,0.00796704158003187,-0.0107516870698696,0.00197268231019268,0.014667980069343,-0.00157830640604441,0.0036682831739407,0.0104642961567663,-0.00477027021213758,0.000349424937007252,-0.0113821001903296,2003-03-01
520,0.301469831787885,0.0282220448544643,0.117986380881696,-0.00915614525566111,0.033463303910451,0.000180938823240822,-0.00670412547868814,-0.020784713938898,-0.0109795164354489,0.00814767328008974,-0.010221455590873,0.00200558089512843,0.01462543972826,-0.00196966651457737,0.00419506788112679,0.0107853152172317,-0.00577425924156506,0.00138704618909966,-0.0115091788020944,2003-04-01
521,0.295735231045009,0.0369879164046883,0.120307818696446,-0.00900942183829291,0.0332478197464813,-0.000305627185498038,-0.00699635883221666,0.0205774625059847,0.0106548472629743,-0.0084089992089872,0.0111128226682604,0.00220409976433546,0.0140220793228914,-0.00175012118091285,0.00408227717400459,-0.0116877220632094,0.00616986790704445,-0.00193896103281612,0.0134207020631271,2003-05-01
522,0.294602348480233,0.0379442599904207,0.121442586284843,-0.00893030846699776,0.0331839510384567,-0.000584517523158908,-0.00693740548439296,0.0208695560335635,0.0101382535334325,-0.00786025255354389,0.011242002306226,0.00217799378837718,0.0139716219389164,-0.00156507483618985,0.00395423798862204,-0.0118858256120419,0.0062155550570702,-0.001694904956689,0.0137051606559211,2003-06-01
523,0.294197518225918,0.0382126208739895,0.122766991117127,-0.00894193166619078,0.0330049168459995,-0.000635334219079662,-0.00621264699964836,0.021240539613478,0.00976632856800107,-0.00758486985753214,0.0117778480482166,0.00213683966487873,0.0138013553391121,-0.00157880974740414,0.00384362779645519,-0.0122025326715414,0.00644535126544867,-0.00175261491887117,0.0140048542754692,2003-07-01
524,0.29484442192228,0.037001214942473,0.123014527768134,-0.00904539534596468,0.0331617643315347,-0.000584673284142126,-0.00539211056058283,0.021724305672253,0.00992935376393608,-0.0077073726535513,0.0116269392609709,0.00224440470681198,0.0135567938377149,-0.00172475418982774,0.00316710816090613,-0.0125771914992026,0.00645327284957837,-0.00206660046190611,0.0140225081902591,2003-08-01
525,0.294889559776436,0.0388638642200478,0.121449495774959,-0.0090254143735875,0.0330621640321801,-0.000451933042891126,-0.00509091689104746,0.0215453736782439,0.00949533238156774,-0.00829992542044693,0.011630126868339,0.00220016987563317,0.0135743410799326,-0.0017765980371637,0.00298989275317827,-0.012418784435632,0.00653858932576261,-0.00245167806350487,0.0137538689165787,2003-09-01
526,0.294568465175779,0.0389850752854652,0.120913076191154,-0.00904859704853057,0.0330782547858553,-0.000708918077142595,-0.00489769269375254,0.021697539584213,0.00931833181172217,-0.00851164714952271,0.0116193074201486,0.00211517371519015,0.0136188788968336,-0.0016982665660343,0.00283143654463372,-0.0124111417876402,0.00634696521463621,-0.00237065157179037,0.0137733386000951,2003-10-01
527,0.293451239981077,0.0395247499242667,0.120333644035142,-0.00916832001444695,0.0331376562560343,-0.000649254933925681,-0.00459137169122203,0.0215215350357818,0.00888536051981183,-0.00830327595642155,0.01287193903379,0.00199238784020434,0.0135559035210566,-0.00160109509896582,0.00229467836307653,-0.0128906479840844,0.00637739787161743,-0.00206004831287151,0.0136720322188297,2003-11-01
528,0.293120557161441,0.0397085791917787,0.120437860725707,-0.00917937783831053,0.0330895883588751,-0.000812361164273551,-0.0042608427385858,0.0215151418674488,0.0089690778125257,-0.00830003808146457,0.0129166813558228,0.00198071535101893,0.0135651739390309,-0.00145734079428132,0.00201173312220186,-0.0130479954788096,0.00635472348509555,-0.00211257275930195,0.013562537840795,2003-12-01
529,0.294300236152767,0.0391655538934078,0.118426569849821,-0.00916308710792656,0.0330474354218656,-0.00102453145605372,-0.00405167693995161,0.0215582272613675,0.00913410794268023,-0.0086810475407371,0.0128611541444147,0.00198582296012409,0.0136693536626587,-0.00132946856255502,0.00191481278321481,-0.0132783697272254,0.00614422111582619,-0.00234381163685733,0.0133790361047235,2004-01-01
530,0.294932948447205,0.0385822583322065,0.11794013968928,-0.00920114954374332,0.033054857799413,-0.00137530089073413,-0.00373888355257426,0.0218791469653531,0.00909897380883124,-0.00842867037353961,0.0130991451582166,0.00197967748356904,0.0136218187951028,-0.00114152977182649,0.00190686399179846,-0.0134110238355526,0.00607923189367736,-0.00243287430498915,0.0132016156461067,2004-02-01
531,0.29426800333035,0.0391845269376553,0.118235920437124,-0.00920136645730588,0.0329606016728135,-0.00132098734506721,-0.00365661693730513,0.0216856189818302,0.00915321098016774,-0.00854865018899466,0.013075620213044,0.00196418561088485,0.0136313973176245,-0.00108723647740806,0.00177658411374033,-0.0134680922798309,0.00617607530073192,-0.00243163106281314,0.0131473254285581,2004-03-01
532,0.293884292177166,0.0396227434883291,0.118308141930995,-0.00919770913425349,0.0329400710725206,-0.00127831168172109,-0.00356543815044928,0.0216942462371581,0.00905568570474478,-0.00873987042126275,0.0130700441597104,0.0019260689616827,0.0136226694877611,-0.00102911486190023,0.00169927613977532,-0.013560341438231,0.00612276206628654,-0.00253150905851098,0.0131682476980338,2004-04-01
533,0.293533043780636,0.0398008033744526,0.118900591739188,-0.00909400554543686,0.0329374870886314,-0.00117891440628814,-0.0030870615202219,0.0216890327891058,0.00904947252521308,-0.00872326709824628,0.0132499488644758,0.00193420430152366,0.0135979704480952,-0.00100877080645999,0.00120316740618376,-0.0138330774271453,0.00618577659843337,-0.00253407398069796,0.0130962681847762,2004-05-01
534,0.294153857542308,0.0385414617164877,0.119070274857701,-0.00898818593156258,0.0329406015145557,-0.00119682038173503,-0.00262141855990595,0.0216411035597967,0.00889507500231186,-0.00860422018376547,0.0132674378914157,0.00189741741403754,0.013645333069178,-0.00117187579601157,0.000961188984504585,-0.0138321963584701,0.00655963501182142,-0.00251954600890018,0.0128908771770634,2004-06-01
535,0.293781472520163,0.0385728358234019,0.118936639297607,-0.00914417910182299,0.0329517297565203,-0.00126359625698484,-0.00263770809283827,0.0215841106536349,0.00890873400848514,-0.00837666023637985,0.0134263709103866,0.0018299271956241,0.0136393695350247,-0.0011246626876002,0.000948396467107237,-0.0138422765588277,0.00654446703122195,-0.00217926245516352,0.0127381760289296,2004-07-01
536,0.293163274161463,0.038065987493192,0.119053056140376,-0.00906685149336381,0.0330918596696008,-0.00121737111208971,-0.00273754740058427,0.0214771913434459,0.0089897502349982,-0.00808018601301781,0.0136297764449075,0.00165984328351692,0.0135234856807123,-0.000991682238593699,0.000638590321081752,-0.0139722186673314,0.00662111017413571,-0.00171231917200619,0.0128119577157386,2004-08-01
537,0.293085478166277,0.0381106874539225,0.118540718678726,-0.00917408261310987,0.0330678857262404,-0.00125680620209555,-0.0026243237765859,0.0216030672158817,0.00906251113688559,-0.00799173075993334,0.0136158052715412,0.00172373648632955,0.0135313192105933,-0.000987654536295339,0.000504301451507292,-0.0139438226384671,0.00678342968817704,-0.00187691494242597,0.0127921634193802,2004-09-01
538,0.294240638828234,0.037169926659939,0.117641700816019,-0.00912919204570952,0.0331973357725437,-0.00148804745560351,-0.00234725236680935,0.0212863105072692,0.00940170521465106,-0.00872636024080284,0.0135718215968374,0.00185881207352283,0.0134495176142394,-0.000758335685979906,0.000268700160998429,-0.0142245063900835,0.00662156833134132,-0.00228969317627521,0.0121534428277445,2004-10-01
539,0.294837309622978,0.039349188232089,0.115622234450202,-0.0091947509666076,0.0331721623244497,-0.00166110584912692,-0.00201424421944431,0.0215109378426139,0.00963647525835478,-0.00879711209330852,0.0140622282665007,0.00198964286144434,0.0133559207088448,-0.000777649228699149,0.000192489493340686,-0.0143823215939166,0.00636959397976597,-0.00237984428203407,0.011637286554759,2004-11-01
540,0.294871884711256,0.0392080553801589,0.115293878829612,-0.00929683336605565,0.0331123492612152,-0.00190817289486041,-0.00199205440746621,0.0217561145689057,0.0106502226362366,-0.00932041625276657,0.0133468872701221,0.00187519387511183,0.0132944552289377,-0.000625842127063014,0.00028265115035095,-0.0143980279038558,0.00665170209107075,-0.00261804788757257,0.0115282071698111,2004-12-01
541,0.291131564144611,0.0408096514565013,0.121271217254184,-0.00912908295705081,0.033049894042931,-0.00152927430629302,-0.00212124668351748,0.0216119288897173,0.0102334118097322,-0.00813802419241365,0.0140584703643567,0.00184250325331266,0.0127683320689391,-0.000465841778725149,0.000158391124616971,-0.015076936261487,0.00702711430595069,-0.00227061520168114,0.0121641170290256,2005-01-01
542,0.290085766472403,0.0411768455342554,0.122414505664676,-0.00917951591715449,0.0332287070034246,-0.00172341193113247,-0.00191428537222816,0.0218260370296089,0.00994894917632173,-0.00720371699870919,0.0139110211796655,0.00189007191823145,0.0125283572896661,1.41668857936913e-09,-0.000169113737972106,-0.0156316729659343,0.00745666806130822,-0.00183195845896647,0.0121814196385677,2005-02-01
