"window_date","var_idx","beta"
2010-03-01,1,1387.76755196173
2010-03-01,2,-659.732408152484
2010-03-01,3,932.78418724463
2010-03-01,4,-405.764966054277
2010-03-01,5,-1118.17575539863
2010-03-01,6,1704.10205095243
2010-03-01,7,-581.389089669849
2010-03-01,8,14898.0935010438
2010-03-01,9,-2234.5600103613
2010-03-01,10,-1130.259260248
2010-03-01,11,4143.89563078568
2010-03-01,12,15.0942931758031
2010-03-01,13,2926.53340130271
2010-03-01,14,3732.92315275545
2010-03-01,15,1643.63963190325
2010-03-01,16,3520.32340316065
2010-03-01,17,3545.30668320777
2010-03-01,18,4238.14251304
2010-03-01,19,2877.95257620885
2010-03-01,20,-571.465052692582
2010-03-01,21,-20.6557635456638
2010-04-01,1,-1002.22544397963
2010-04-01,2,-1360.51099939156
2010-04-01,3,2510.61932262911
2010-04-01,4,-1220.26061754276
2010-04-01,5,-2141.9698350895
2010-04-01,6,-284.984648640629
2010-04-01,7,-626.823131902362
2010-04-01,8,11172.7968735887
2010-04-01,9,386.394807700104
2010-04-01,10,-842.389016055016
2010-04-01,11,-336.630304770957
2010-04-01,12,3750.49446142171
2010-04-01,13,584.718600764149
2010-04-01,14,-1026.8745123351
2010-04-01,15,5180.64329915834
2010-04-01,16,113.785226085906
2010-04-01,17,3212.71008537253
2010-04-01,18,2160.73003360517
2010-04-01,19,-1406.8241330602
2010-04-01,20,1413.6252054775
2010-04-01,21,8.82575016096484
2010-05-01,1,1300.76458573746
2010-05-01,2,-606.031045722687
2010-05-01,3,-134.835000807708
2010-05-01,4,905.673242682484
2010-05-01,5,2255.25183476172
2010-05-01,6,307.109343830638
2010-05-01,7,-2569.04326442915
2010-05-01,8,11314.3813213236
2010-05-01,9,2189.44427013993
2010-05-01,10,-2562.01983736992
2010-05-01,11,3774.699091671
2010-05-01,12,83.6835411384624
2010-05-01,13,1460.24420482267
2010-05-01,14,1329.25054963633
2010-05-01,15,2386.87587545053
2010-05-01,16,2564.43190835814
2010-05-01,17,3461.80794033159
2010-05-01,18,2582.74664154904
2010-05-01,19,1950.48090427962
2010-05-01,20,2096.08971702002
2010-05-01,21,120.388235986815
2010-06-01,1,-1017.53949840559
2010-06-01,2,-1129.51580010833
2010-06-01,3,2178.65123251277
2010-06-01,4,-1916.18068066681
2010-06-01,5,-2942.5463646475
2010-06-01,6,1523.24302244062
2010-06-01,7,-263.63599383442
2010-06-01,8,12812.1498808348
2010-06-01,9,-4482.02143399372
2010-06-01,10,-1378.12107579994
2010-06-01,11,2081.70323431387
2010-06-01,12,-580.649450493667
2010-06-01,13,3747.59401367793
2010-06-01,14,996.287789527391
2010-06-01,15,2855.60542039985
2010-06-01,16,3528.75432030429
2010-06-01,17,5042.48798522548
2010-06-01,18,880.412473082472
2010-06-01,19,2976.78382066696
2010-06-01,20,5662.38495105742
2010-06-01,21,27.3606511534133
2010-07-01,1,1197.90040013412
2010-07-01,2,-658.616145929136
2010-07-01,3,-456.44171687592
2010-07-01,4,860.888630159765
2010-07-01,5,2063.47343509598
2010-07-01,6,504.81127882267
2010-07-01,7,-2127.03008317528
2010-07-01,8,11927.5354938738
2010-07-01,9,1030.06981227319
2010-07-01,10,-2608.1056356055
2010-07-01,11,4008.75339930778
2010-07-01,12,119.341673689394
2010-07-01,13,1239.89543876679
2010-07-01,14,2255.2650376604
2010-07-01,15,3065.3711195716
2010-07-01,16,2343.16426811256
2010-07-01,17,3500.63131125191
2010-07-01,18,2234.57279956594
2010-07-01,19,724.284265633953
2010-07-01,20,3195.09021663119
2010-07-01,21,141.66975712643
2010-08-01,1,-1121.73207547698
2010-08-01,2,-1155.31065146068
2010-08-01,3,1542.54878009989
2010-08-01,4,-1866.16806176386
2010-08-01,5,-2674.02116982756
2010-08-01,6,1411.5791770622
2010-08-01,7,-287.080983448278
2010-08-01,8,12177.2332163864
2010-08-01,9,-4404.11144179443
2010-08-01,10,-1920.66253340367
2010-08-01,11,2101.67157205671
2010-08-01,12,-878.861250303622
2010-08-01,13,3410.24211232056
2010-08-01,14,1649.60979083477
2010-08-01,15,3212.81828020651
2010-08-01,16,4147.38239679993
2010-08-01,17,5488.40455056532
2010-08-01,18,1614.34560613428
2010-08-01,19,1433.46403917211
2010-08-01,20,5534.68808138152
2010-08-01,21,-21.5958296823539
2010-09-01,1,-151.825235207639
2010-09-01,2,-1506.41847798112
2010-09-01,3,-854.49186705534
2010-09-01,4,720.610919635575
2010-09-01,5,1692.89960985934
2010-09-01,6,-477.363193178125
2010-09-01,7,-1481.48096134673
2010-09-01,8,7829.81308976047
2010-09-01,9,4039.55889123106
2010-09-01,10,-2913.79080538725
2010-09-01,11,2842.47107084095
2010-09-01,12,794.69709247014
2010-09-01,13,89.188981556474
2010-09-01,14,-1701.79885290324
2010-09-01,15,-613.542372225035
2010-09-01,16,2266.61089290384
2010-09-01,17,2909.65147780633
2010-09-01,18,194.225803846673
2010-09-01,19,-706.378794901306
2010-09-01,20,944.875267270282
2010-09-01,21,-230.746767889173
2010-10-01,1,1158.33338684096
2010-10-01,2,-867.038738059207
2010-10-01,3,-304.869415142003
2010-10-01,4,1365.8310089791
2010-10-01,5,2746.01855790129
2010-10-01,6,522.362308858788
2010-10-01,7,-2609.43584174151
2010-10-01,8,11160.6073394403
2010-10-01,9,1766.81892585685
2010-10-01,10,-3046.50120993944
2010-10-01,11,4132.29951714048
2010-10-01,12,357.362052026037
2010-10-01,13,82.0134164121676
2010-10-01,14,2351.98001786488
2010-10-01,15,2811.39447494716
2010-10-01,16,1112.8003266813
2010-10-01,17,4691.82629683495
2010-10-01,18,3422.9014227708
2010-10-01,19,240.808041035976
2010-10-01,20,-431.621170122159
2010-10-01,21,100.477105316908
2010-11-01,1,-371.97297123307
2010-11-01,2,-1460.73594939493
2010-11-01,3,-1195.69991729778
2010-11-01,4,1108.91701214297
2010-11-01,5,2314.83342159727
2010-11-01,6,-668.312058632176
2010-11-01,7,-2342.25819820894
2010-11-01,8,6477.33525725054
2010-11-01,9,2510.6238023019
2010-11-01,10,-2729.29486072516
2010-11-01,11,2814.60101533961
2010-11-01,12,86.5274805950171
2010-11-01,13,62.4625605765438
2010-11-01,14,-1717.75118886115
2010-11-01,15,-140.061826537172
2010-11-01,16,2361.61768052855
2010-11-01,17,2574.60755190321
2010-11-01,18,153.022767660018
2010-11-01,19,141.740820217128
2010-11-01,20,1339.94556570059
2010-11-01,21,53.1568605171658
2010-12-01,1,-301.203472952538
2010-12-01,2,-704.925395325659
2010-12-01,3,1660.70078987104
2010-12-01,4,-2471.17539481401
2010-12-01,5,-2004.52413765435
2010-12-01,6,914.54146568634
2010-12-01,7,-1298.34880993332
2010-12-01,8,12957.4062132478
2010-12-01,9,786.791642906721
2010-12-01,10,-2324.23527269953
2010-12-01,11,1067.12858590759
2010-12-01,12,1104.05912710771
2010-12-01,13,1086.45752265179
2010-12-01,14,1169.52580282074
2010-12-01,15,1383.82972505052
2010-12-01,16,4135.36273707311
2010-12-01,17,6065.43111884273
2010-12-01,18,1686.39992363177
2010-12-01,19,2561.64919043794
2010-12-01,20,1788.18914614309
2010-12-01,21,147.246996746244
2011-01-01,1,-767.347771650602
2011-01-01,2,-1196.71473554043
2011-01-01,3,1380.98736070207
2011-01-01,4,3158.10427398152
2011-01-01,5,-1844.01142809927
2011-01-01,6,1073.40261887051
2011-01-01,7,30.8534228705168
2011-01-01,8,15935.9851023624
2011-01-01,9,1218.25558449009
2011-01-01,10,-1050.69043439489
2011-01-01,11,554.31261631818
2011-01-01,12,1981.39488627421
2011-01-01,13,-38.9238170151057
2011-01-01,14,1704.01726042018
2011-01-01,15,1648.64877171564
2011-01-01,16,4695.62937152497
2011-01-01,17,6723.18351911132
2011-01-01,18,1462.86909379467
2011-01-01,19,2052.66941229085
2011-01-01,20,2785.1638808443
2011-01-01,21,163.462102343433
2011-02-01,1,-551.679434218996
2011-02-01,2,-797.378342969148
2011-02-01,3,946.240677222527
2011-02-01,4,3473.17343421736
2011-02-01,5,-1415.46657345064
2011-02-01,6,1281.82753401981
2011-02-01,7,-1236.43296436124
2011-02-01,8,14712.6706962959
2011-02-01,9,-1644.99138484738
2011-02-01,10,-833.604103090527
2011-02-01,11,952.871262826164
2011-02-01,12,1279.172101458
2011-02-01,13,-115.539505642396
2011-02-01,14,1423.86253647833
2011-02-01,15,1869.13237729442
2011-02-01,16,4719.73632774719
2011-02-01,17,7433.69475686394
2011-02-01,18,1306.26787632911
2011-02-01,19,1598.29325749691
2011-02-01,20,3105.02925663923
2011-02-01,21,-118.949773670101
2011-03-01,1,610.036692016477
2011-03-01,2,-781.081115351046
2011-03-01,3,-1254.36840065444
2011-03-01,4,102.877736197201
2011-03-01,5,2163.33779890221
2011-03-01,6,570.539824239852
2011-03-01,7,-3190.84727397628
2011-03-01,8,12435.5476077693
2011-03-01,9,1801.34062032724
2011-03-01,10,-3095.28951555092
2011-03-01,11,2265.70932053473
2011-03-01,12,809.04334567119
2011-03-01,13,70.4962417166313
2011-03-01,14,1241.88590488143
2011-03-01,15,2379.93376393727
2011-03-01,16,2553.50405662516
2011-03-01,17,5114.18924119476
2011-03-01,18,2945.14611802358
2011-03-01,19,112.974132543331
2011-03-01,20,1065.22309762537
2011-03-01,21,-349.808789541451
2011-04-01,1,-428.667957829123
2011-04-01,2,-800.822411494061
2011-04-01,3,422.667016219256
2011-04-01,4,3679.50505605746
2011-04-01,5,-1445.63377042523
2011-04-01,6,1500.59178406072
2011-04-01,7,-1426.71299624674
2011-04-01,8,15480.5364658663
2011-04-01,9,-1535.68804258618
2011-04-01,10,-885.584076996371
2011-04-01,11,1272.09818063952
2011-04-01,12,1381.08996114297
2011-04-01,13,-288.815052503813
2011-04-01,14,1282.06474886807
