"window_date","var_idx","beta"
2010-01-01,1,347.196754117745
2010-01-01,2,-2101.15607862137
2010-01-01,3,23.2612895229152
2010-01-01,4,-268.790184640135
2010-01-01,5,992.970160662153
2010-01-01,6,3241.78190033666
2010-01-01,7,2015.40794765428
2010-01-01,8,13829.8095158142
2010-01-01,9,-2565.22222572785
2010-01-01,10,585.439349690684
2010-01-01,11,-483.279421711243
2010-01-01,12,373.484745880059
2010-01-01,13,1297.28077981977
2010-01-01,14,1886.95366110258
2010-01-01,15,-738.379082458665
2010-01-01,16,1685.06392218098
2010-01-01,17,2572.00937239228
2010-01-01,18,1213.72895869046
2010-01-01,19,1859.70483190533
2010-01-01,20,431.913917251901
2010-01-01,21,230.509424697167
2010-02-01,1,2489.64370437939
2010-02-01,2,-377.551215471153
2010-02-01,3,-294.965057342168
2010-02-01,4,-960.069080864948
2010-02-01,5,-285.618354868003
2010-02-01,6,2692.21894786586
2010-02-01,7,996.744708886926
2010-02-01,8,13236.0902574696
2010-02-01,9,-2110.4883947298
2010-02-01,10,333.717198900162
2010-02-01,11,-434.224358398494
2010-02-01,12,212.410459327077
2010-02-01,13,2744.10266952057
2010-02-01,14,671.872207671378
2010-02-01,15,17.1675034648039
2010-02-01,16,3160.11706112263
2010-02-01,17,2554.03541354782
2010-02-01,18,-770.786735479767
2010-02-01,19,1529.2999969329
2010-02-01,20,1172.73871401171
2010-02-01,21,-45.9825615207919
2010-03-01,1,2523.3266418341
2010-03-01,2,2.17826375261949
2010-03-01,3,-437.028340724593
2010-03-01,4,-1247.77353582587
2010-03-01,5,387.689856942606
2010-03-01,6,3352.38858284386
2010-03-01,7,426.185007582168
2010-03-01,8,12147.2142072428
2010-03-01,9,-2865.32175607063
2010-03-01,10,683.911188738653
2010-03-01,11,-1037.17720214188
2010-03-01,12,-768.518147454917
2010-03-01,13,3108.6739758734
2010-03-01,14,33.8995418819168
2010-03-01,15,1192.41940812932
2010-03-01,16,3342.9013014734
2010-03-01,17,2621.18954204951
2010-03-01,18,-1307.64990434748
2010-03-01,19,1704.88220355223
2010-03-01,20,1395.65166494782
2010-03-01,21,55.002392593614
2010-04-01,1,-267.681676485336
2010-04-01,2,-589.235127555557
2010-04-01,3,2961.34638213569
2010-04-01,4,557.873849233802
2010-04-01,5,-2975.14027913923
2010-04-01,6,955.665334100107
2010-04-01,7,339.132679246967
2010-04-01,8,11220.9095277236
2010-04-01,9,-1639.92335384036
2010-04-01,10,-2410.5134360578
2010-04-01,11,2520.90994269605
2010-04-01,12,-156.303097756768
2010-04-01,13,62.0258750177148
2010-04-01,14,-2184.5859367403
2010-04-01,15,457.860077414226
2010-04-01,16,2347.54700345683
2010-04-01,17,5707.47413747195
2010-04-01,18,1534.59312082509
2010-04-01,19,-1418.38594061778
2010-04-01,20,1489.04382455358
2010-04-01,21,-24.4072256380921
2010-05-01,1,810.202568522539
2010-05-01,2,-243.247119795313
2010-05-01,3,2095.24574597413
2010-05-01,4,674.957561283884
2010-05-01,5,-1432.5921163285
2010-05-01,6,1329.94339859323
2010-05-01,7,1907.71470522492
2010-05-01,8,13281.6378454262
2010-05-01,9,-174.438892058468
2010-05-01,10,-2043.75325914248
2010-05-01,11,4012.07586506813
2010-05-01,12,-66.7675996532351
2010-05-01,13,-1557.05828581313
2010-05-01,14,1995.73378429417
2010-05-01,15,-323.836978866623
2010-05-01,16,2634.51447870185
2010-05-01,17,4396.53292661714
2010-05-01,18,365.544485457541
2010-05-01,19,-833.116528119197
2010-05-01,20,717.629432641284
2010-05-01,21,2.03212191679452
2010-06-01,1,1486.93016616363
2010-06-01,2,-669.369781718943
2010-06-01,3,386.991015789611
2010-06-01,4,186.886247871562
2010-06-01,5,897.519269692806
2010-06-01,6,951.771292539975
2010-06-01,7,607.5416766466
2010-06-01,8,8088.29483631838
2010-06-01,9,-1013.61236433375
2010-06-01,10,-1077.60764423475
2010-06-01,11,1706.47314329455
2010-06-01,12,986.086444493507
2010-06-01,13,-2323.52937082783
2010-06-01,14,2376.54286396947
2010-06-01,15,-1953.83659721727
2010-06-01,16,2701.34266644675
2010-06-01,17,3671.75310831632
2010-06-01,18,-722.983464929867
2010-06-01,19,-195.15251753535
2010-06-01,20,268.275455458091
2010-06-01,21,104.384051583434
2010-07-01,1,151.186973315858
2010-07-01,2,-944.489965874646
2010-07-01,3,2051.83336948272
2010-07-01,4,-1050.78935093374
2010-07-01,5,-533.139034538486
2010-07-01,6,1588.15951595854
2010-07-01,7,-1159.25402362156
2010-07-01,8,10099.1377741508
2010-07-01,9,-2654.34887696285
2010-07-01,10,-1580.65730996458
2010-07-01,11,2019.49516854679
2010-07-01,12,923.620223991553
2010-07-01,13,-1042.05171966294
2010-07-01,14,4944.12408963569
2010-07-01,15,483.466546980922
2010-07-01,16,1071.15513791713
2010-07-01,17,2631.05205728723
2010-07-01,18,3094.99449883789
2010-07-01,19,818.411544204538
2010-07-01,20,-1393.0626580588
2010-07-01,21,78.3083718113692
