"window_date","var_idx","beta"
2010-04-01,1,1314.19819958939
2010-04-01,2,-1141.51627525081
2010-04-01,3,-1062.36931930952
2010-04-01,4,653.432709513378
2010-04-01,5,2349.6826365826
2010-04-01,6,-960.171245492786
2010-04-01,7,-2765.66842184037
2010-04-01,8,10713.9803187785
2010-04-01,9,1455.22025321914
2010-04-01,10,-2480.51968038043
2010-04-01,11,4443.38665547571
2010-04-01,12,2112.49800835209
2010-04-01,13,1495.30507893777
2010-04-01,14,3313.68559507877
2010-04-01,15,341.37211854218
2010-04-01,16,1208.40364278064
2010-04-01,17,-1735.01356642754
2010-04-01,18,5551.76957090799
2010-04-01,19,4279.65712917145
2010-04-01,20,2155.41287518397
2010-04-01,21,-20.2395587485251
2010-05-01,1,-260.886532263896
2010-05-01,2,-1194.99379286057
2010-05-01,3,1839.47442656033
2010-05-01,4,-1060.52737048382
2010-05-01,5,-1058.37146222595
2010-05-01,6,-844.57697861793
2010-05-01,7,-1354.87504842598
2010-05-01,8,9785.92041804847
2010-05-01,9,1176.73381801149
2010-05-01,10,-1131.96707540495
2010-05-01,11,1104.12914692212
2010-05-01,12,3428.74364959588
2010-05-01,13,-463.711659967369
2010-05-01,14,-605.239402300857
2010-05-01,15,5071.00429607994
2010-05-01,16,-590.007355236491
2010-05-01,17,4416.07028024086
2010-05-01,18,-502.258107264169
2010-05-01,19,-531.957659654803
2010-05-01,20,1443.78334475688
2010-05-01,21,6.13048590239366
2010-06-01,1,905.102481293187
2010-06-01,2,-832.634775046444
2010-06-01,3,-880.245980916997
2010-06-01,4,533.282814370748
2010-06-01,5,1953.46992722189
2010-06-01,6,168.586852337548
2010-06-01,7,-2615.96806293432
2010-06-01,8,12165.1291842473
2010-06-01,9,1835.97903924878
2010-06-01,10,-2444.97087583942
2010-06-01,11,4054.7966596217
2010-06-01,12,924.526532441528
2010-06-01,13,476.972455920737
2010-06-01,14,3825.89233675388
2010-06-01,15,1031.62453542782
2010-06-01,16,1733.70786218531
2010-06-01,17,-1462.29221653679
2010-06-01,18,4201.82251070534
2010-06-01,19,2402.9679046867
2010-06-01,20,924.400682109481
2010-06-01,21,-187.303118161927
2010-07-01,1,819.818269394265
2010-07-01,2,-774.774947010396
2010-07-01,3,1685.31193079684
2010-07-01,4,25.7078232196769
2010-07-01,5,358.958603740675
2010-07-01,6,-1455.20775355049
2010-07-01,7,-904.492881596824
2010-07-01,8,4197.08006418002
2010-07-01,9,2088.93025670593
2010-07-01,10,-1725.01128796653
2010-07-01,11,1728.23864702002
2010-07-01,12,1358.91326907935
2010-07-01,13,-543.727228528869
2010-07-01,14,445.014244354652
2010-07-01,15,-1888.67985077195
2010-07-01,16,5193.20348142101
2010-07-01,17,3256.90631081247
2010-07-01,18,-1591.31630532769
2010-07-01,19,-1258.44428317057
2010-07-01,20,2659.59542349708
2010-07-01,21,-70.4047455113872
2010-08-01,1,717.757040060734
2010-08-01,2,-1538.90296888923
2010-08-01,3,-1458.78190541309
2010-08-01,4,190.107570119909
2010-08-01,5,1814.63298342745
2010-08-01,6,-1062.01809543965
2010-08-01,7,-1166.2368438039
2010-08-01,8,9978.76570710348
2010-08-01,9,7399.08012370344
2010-08-01,10,-3234.99673381373
2010-08-01,11,3398.10815154518
2010-08-01,12,3133.00698716671
2010-08-01,13,-1320.82547132861
2010-08-01,14,1456.37611275465
2010-08-01,15,-1456.14042253736
2010-08-01,16,3390.27563407299
2010-08-01,17,3456.63240601775
2010-08-01,18,-1082.53033616337
2010-08-01,19,-111.11883827791
2010-08-01,20,1600.46545429258
2010-08-01,21,-86.5345040725492
2010-09-01,1,109.359911771417
2010-09-01,2,-542.672552232831
2010-09-01,3,1901.37876237156
2010-09-01,4,-768.001760734922
2010-09-01,5,233.472152544569
2010-09-01,6,-1611.64648838427
2010-09-01,7,-846.369513793705
2010-09-01,8,6573.00685371867
2010-09-01,9,2468.65967960323
2010-09-01,10,-2150.81018881092
2010-09-01,11,2055.91242131241
2010-09-01,12,2107.07028178262
2010-09-01,13,-175.756315255809
2010-09-01,14,-0.219489531915484
2010-09-01,15,-2112.91465528666
2010-09-01,16,5339.20491833005
2010-09-01,17,2774.58924184016
2010-09-01,18,-1917.07638978273
2010-09-01,19,-1214.02778069932
2010-09-01,20,269.29619201957
2010-09-01,21,61.7322067257167
2010-10-01,1,-990.379756425681
2010-10-01,2,-1199.33270613075
