"date","realized","fc_ridge","fc_2srr","err_ridge","err_2srr","lam_ridge","lam2_2srr"
1999-07-01,0.481059256034921,1.24295274562346,0.653474317570308,0.761893489588535,0.172415061535387,0.0609619473959286,148.413159102577
1999-08-01,0.66046472448047,0.98089946147985,0.694157539189876,0.320434736999381,0.0336928147094069,0.0608012632246305,148.413159102577
1999-09-01,1.07850056765626,0.46588615905742,0.939582443876558,-0.61261440859884,-0.138918123779702,0.060743870132887,148.413159102577
1999-10-01,0.836325065782173,0.883830533240224,0.521726777237283,0.0475054674580512,-0.31459828854489,0.060624524016417,148.413159102577
1999-11-01,0.774966620687767,0.933304362241909,0.684035212085625,0.158337741554142,-0.0909314086021416,0.0605296150106408,148.413159102577
1999-12-01,0.594178812875068,1.00907755646048,0.870237548498746,0.41489874358541,0.276058735623678,0.06044707613571,148.413159102577
2000-01-01,0.711324872451957,0.867146878363231,0.631631414729106,0.155822005911274,-0.0796934577228512,0.0603329820937271,148.413159102577
2000-02-01,0.945633524203604,0.734894369132512,0.569854081485423,-0.210739155071092,-0.375779442718181,0.0602832299209536,148.413159102577
2000-03-01,1.29489743408033,0.915659252495387,0.727525456770161,-0.379238181584946,-0.567371977310173,0.0602631510928995,148.413159102577
2000-04-01,0.94063009824561,1.0346037155185,0.759140423134075,0.093973617272888,-0.181489675111534,0.0601146103748087,148.413159102577
2000-05-01,0.70340266573794,0.834258939450934,0.572011451896409,0.130856273712994,-0.131391213841531,0.0600681423816972,148.413159102577
2000-06-01,0.699303549096975,1.14131371235552,0.638091039241953,0.44201016325855,-0.0612125098550219,0.0599604819358809,148.413159102577
2000-07-01,1.04773950310868,0.782926733328143,0.605622320327339,-0.264812769780537,-0.442117182781341,0.0598489908666191,148.413159102577
2000-08-01,0.8723521444991,0.292668585400648,0.522845932135279,-0.579683559098452,-0.349506212363821,0.0597886711831863,148.413159102577
2000-09-01,0.809721023262,1.01656293655309,0.459806064607888,0.206841913291087,-0.349914958654112,0.0597552017360821,148.413159102577
2000-10-01,0.692443620760486,0.99081345138565,0.606061469193766,0.298369830625164,-0.0863821515667199,0.0596844105507738,148.413159102577
2000-11-01,0.864807926576994,0.52083650733481,0.738663070216455,-0.343971419242184,-0.126144856360538,0.0596619752313922,148.413159102577
