"date","t","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19"
"1999-06-01","474","1.31144494456787","-1.38503048569247","-0.870737819648521","-0.0203507845359191","0.0712602734196914","-0.0217703590499369","-0.027580184440017","-0.081656456077934","0.0310895757670143","-0.00918105496924718","0.0215300907228861","-0.00452849873888844","0.0334857399695906","-0.0283682221386775","-0.0215694090377041","-0.0603078222872761","0.0126198468834753","0.0139646434829259","-0.000488453571627983"
"1999-07-01","475","1.31756810933627","-1.40144336609283","-0.880568245159987","-0.0205819450857357","0.0721701626203663","-0.0207942059970293","-0.0251445978061213","-0.0825939330908554","0.0312960170241989","-0.00801595427244789","0.0217337725951173","-0.00310265083831","0.0322763145233001","-0.0268525061721263","-0.0194551975196582","-0.0592224826373623","0.0115797629199561","0.0122267176531388","0.00261344211920408"
"1999-08-01","476","1.3100832644542","-1.52389177184723","-0.870277363724735","-0.0190515561505462","0.070092021841978","-0.0211047258289668","-0.0220483991125832","-0.080420518580786","0.0277041370931801","-0.00582627515904312","0.0240689917635626","-0.00487094004391943","0.0311772622027486","-0.0261145035500179","-0.0257202010036359","-0.0567422051616073","0.0117739813967561","0.00701164824585706","-0.000741428984856989"
"1999-09-01","477","1.30370601616491","-1.51440578037913","-0.897641079896117","-0.0190506403160697","0.0698326401732687","-0.0210142063785156","-0.0221218291345741","-0.0794805973688059","0.0265865931428352","-0.00649354711823638","0.0238885515227084","-0.00506248461099929","0.0307765630626383","-0.025605420435805","-0.0255812003319732","-0.0555853244437519","0.0109641450411768","0.00685530123033596","-0.000979296233331867"
"1999-10-01","478","1.32704608796275","-1.54728119276684","-0.955210466278513","-0.0194692647182815","0.0685324868809869","-0.0189931307896729","-0.0169536544676655","-0.0849373748804711","0.027005975597991","-0.00815774833056742","0.0317487351253639","-0.00433044397630968","0.031220521233125","-0.0244656731246808","-0.0231700470160544","-0.0601945671467754","0.0122694040202875","0.00860900734996","0.000351794161808972"
"1999-11-01","479","1.33646289540404","-1.46785565125758","-0.991571953562353","-0.0146814548746063","0.0693510284233256","-0.03027768020825","-0.0154536635697286","-0.077564200870056","0.0252980604199778","-0.00490261693253674","0.0215223295231575","-0.00535872316776411","0.028315225839175","-0.0169172748064179","-0.0114369695447432","-0.0753534133151175","0.0192757770964153","0.00262158185535211","0.0147097790670397"
"1999-12-01","480","1.33873607591839","-1.46237048805827","-0.955272807814733","-0.0141853498451291","0.0703468265904244","-0.030121370226692","-0.0135181896151083","-0.0785618565635776","0.0307932357932888","-0.00407334383119377","0.0230966999492779","-0.00423199971684768","0.0282343341239514","-0.0208586187549305","-0.011530643447813","-0.0742045675860412","0.0197654657321379","0.00384757115850801","0.0126259152539822"
"2000-01-01","481","1.33075562953832","-1.5003281315442","-0.998540377010927","-0.00748994008966652","0.0684321224192328","-0.0248160995680325","-0.0178843548599707","-0.0784114831260288","0.0199489494537629","-0.0148583034662052","0.0237597249251614","-0.00792325776761289","0.0276628069556416","-0.0209495296431704","-0.0128645089280011","-0.0647316206525847","0.0159682991348392","-0.00212501026159381","0.00550572646846153"
"2000-02-01","482","1.32483785625659","-1.47982073218198","-1.0162933852734","-0.00397915478773324","0.0680078388467118","-0.0256681185792604","-0.0166408087528396","-0.0760049506274599","0.0167909498534729","-0.0127938975800252","0.027798681259878","-0.0107198166789074","0.0275289071336531","-0.0191413755191995","-0.0119779111649173","-0.0671572515205371","0.0238696637916843","0.000993613491989285","0.00574352271813909"
"2000-03-01","483","1.35891349792751","-1.41866854850383","-0.967162942607688","0.0019515565267103","0.0668684455032786","-0.0338180174162744","-0.0190160654640012","-0.0711977689841555","0.00226829894820741","-0.015608619365096","0.0216977115340398","-0.00216927920808695","0.0252617719347095","-0.00462523838023066","-0.0165026810739536","-0.0596905928548621","0.0268566542809026","0.00283568266826883","-0.00398379679946542"
