"t","beta0","beta1","beta2","beta3","beta4","beta5","beta6","beta7","beta8","beta9","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18"
563,3.37708394901967,-1.16067871025191,-1.0392503321222,0.0752626767659676,0.0754044833690672,-0.0717551016931242,-0.0330272584951244,0.0880806290646369,0.0973553675544262,-0.00179542129225565,0.0585354044022403,0.0917442555552152,-0.0462287499163344,-0.0509852157631683,-0.011577860329196,-0.00195218366616485,0.0597978000426853,0.0896856268733245,0.057585178600214
564,3.34633662119886,-0.936064159990184,-1.03500573569549,0.0624855489659671,0.0631900644534365,-0.0672223243576908,-0.00802570312144895,0.144345805215765,0.047578239293847,0.0191760650976907,0.0331096879649173,0.055247422738865,-0.0937409447749086,-0.0604977458270683,-0.073590565746362,0.0101769150791781,-0.0219462715040631,0.219022285245906,0.0843122925190675
565,3.1206191845404,-0.932896448887885,-0.415831621778964,0.0758681467468626,0.0386188874677002,-0.070384488707513,-0.00267319848729277,0.164694545379712,0.083390211606705,0.167654065733266,0.0352225065444705,0.0545587623215686,-0.0936582619977726,-0.0147639695100089,-0.082752847709045,0.0636014821254359,-0.101185042913216,0.215775234116971,0.0533497194168186
566,2.9526271006921,-0.930837051954982,0.243129751665371,0.0446658391683871,-0.0230993626528412,-0.0352800295211184,0.00107701332890542,0.19615641824087,0.112349812349839,0.207092969660157,0.0155186175684106,0.0583080836494699,-0.115952310110821,-0.00439616148759927,-0.0867519018337098,0.0254742897531366,-0.0892288710366892,0.274621193014779,0.0394602013705772
567,2.96412274878984,-0.993992457173429,0.18121732176876,0.0468363062810761,-0.016571576261004,-0.032577012987539,-0.00333448513239883,0.200893018148422,0.105502111972448,0.20485220924384,0.0171570472373141,0.0554039562401446,-0.118452104117286,-0.000407264294728842,-0.0797256880355828,0.0298335278917697,-0.0779831180946075,0.272748739685719,0.0292500461696053
568,3.14703916577522,-1.31158649542467,-0.179031993823697,0.0510197494448687,0.0394614420872523,-0.0398183461065947,0.0117229543585411,0.16786502455102,0.0851441510636317,0.203779654218172,0.0189344202907988,0.0472580093061385,-0.098149420253375,-0.0301955193685275,-0.0581012097113168,0.0413633674127203,-0.0247348209260544,0.249359810102789,0.0192324395497835
569,3.30469755626514,-1.21689309472169,-0.245979783276998,0.044945261636989,0.049010609608939,-0.0337288384087916,0.0223243450898954,0.169854850296376,0.0613115437138072,0.165830914772232,0.0170145748674361,0.0509776041313539,-0.0803821713356936,-0.0237365327713766,-0.0588457197614271,0.0284562932183883,-0.0458725634001538,0.25121799264483,0.0214330985484306
570,3.47736281752397,-1.3752702080111,-0.182219819705417,0.0262493831390904,0.0339209002815804,-0.0712583377532112,0.0286343431268701,0.17255200645559,0.0398488787994023,0.141558152309501,-0.0226853630753892,0.0281345453013443,-0.0608248408235989,-0.0161488797395485,-0.0434874535918038,0.0337122117707151,-0.081320694785505,0.190791039703907,0.0042882196979741
571,3.53917032898496,-0.960517570113565,0.514019150167764,0.012454914197814,-0.00959822256055393,-0.0308588315853205,0.0151756772033597,0.183685957802289,0.0291143000510054,0.149450395648636,-0.0449211976323444,0.0179191083709966,-0.0939372030436472,-0.00875115936533111,-0.0337095664229553,-0.00301922611125925,-0.0859642696391343,0.190070220447893,-0.0249362937112201
572,3.49414230195696,-1.38219572904979,-0.281931870748301,0.029119550014526,0.0324380542584273,-0.0477102708576586,0.0257328638306516,0.164444472904699,0.0266069426932892,0.133866080610309,-0.035309135576844,0.023379724596344,-0.0623864821621219,-0.0472279900046396,-0.0414665407409107,0.0436739211063066,-0.0780457337663905,0.170341332471991,-0.0126102139049355
573,3.38506072992547,-1.48428877481273,-0.806705757660671,0.0271335655428755,0.0419182487022206,-0.0798749008822718,0.058620616521445,0.128349630853887,0.0266286318284905,0.146969911651213,-0.0445436459196043,0.0281516289908875,-0.0537910800360203,-0.0628253587950946,-0.038334770631907,0.0586271557368624,-0.0840800236620603,0.161908516357658,0.00196763136210567
574,3.50888141367909,-1.64520374373418,-0.707169657087506,0.023477723419583,0.0366161114167827,-0.0839096344106536,0.0499722366474488,0.0930021539406716,0.0334019204298344,0.125651936744939,-0.0271246037665215,0.022830719070419,-0.0612802586687793,-0.0378324743346702,-0.0509836122877688,0.0695017343525699,-0.0921443552370522,0.16347362745135,-0.00444016020796377
575,3.55279640071307,-1.64900082149703,-0.85156517151549,0.014711127533251,0.0246564689663753,-0.0767665351848283,0.0559888101588347,0.0879243273809855,0.0429436777303664,0.112197823315609,-0.0247051882991807,0.0133127954383804,-0.0687939624158603,-0.0417319017868805,-0.0556850815949855,0.0357613471045285,-0.079287137226914,0.164461398065807,0.00407924700028822
576,3.74472811441548,-1.84823984845294,-0.902070033495213,0.00726131285668762,0.0499682942449107,-0.0767668749738241,0.0285370193872927,0.0952706239406802,0.0432259016380733,0.0981672000857217,-0.0851095566770027,0.00803682484144623,-0.0975553614731042,-0.0245155362370982,-0.0469273363977032,0.0206790065938036,-0.098243008454826,0.153643765554529,0.0364146243090825
577,3.9494745428385,-1.08654898897645,-1.30471054857517,0.0422972106487979,0.0536185030224903,-0.0341592785676796,0.0131087686069289,0.100376139970532,0.0567927412800838,-0.00384042598291038,-0.0944144058858415,0.00689136351809784,-0.083077671329434,0.00943612338320041,-0.102113525122853,0.0326862935478169,-0.11143420848172,-0.138721837319886,-0.0186074395349057
578,4.30619893028151,-0.981406880404648,-0.382591162547646,0.00653934796844637,0.0729758523295386,0.0251076279428996,0.0419664299537365,0.0660816698839713,0.0562515076396476,0.0859483497837369,-0.0683204033132325,0.0274211238318506,-0.0884678316976704,0.0599483814568275,-0.110087459150051,0.0304940554559795,-0.0920387038102978,0.0808341555770307,-0.0236731904095182
579,4.41744349483891,-0.924902374132854,-0.260816203000884,0.0007319546314332,0.078338140426499,0.0444038555508746,0.0472122430311928,0.0760771833819183,0.0664375899369926,0.0676472007984309,-0.0740296221236167,0.0189665482912687,-0.0838966235155125,0.075969790778551,-0.0998758205585012,0.019081981318097,-0.0786932240698926,0.106690756191572,-0.0117392777586279
580,4.44499690380198,-0.818460551669,-0.248367376825883,0.00545535213477095,0.0744024532057201,0.0343356305657558,0.0449725586269706,0.0782920751128538,0.0359027937240893,0.0519927540654291,-0.0608594124819337,0.0151512174196551,-0.0783749323602717,0.0971642871479442,-0.101901239800746,0.0347446080261323,-0.0716483805104555,0.0858832254857488,-0.0191545875865986
581,4.42424479788028,-0.873433287989575,-0.173656341387251,0.000516844769073461,0.0745799046927086,0.0378806334206397,0.0512002231200114,0.0773109234684137,0.0296915389079153,0.0300612278398907,-0.0601973458161765,0.0174197362428008,-0.0833504076586852,0.0893190020720176,-0.100439860462192,0.0364569302151432,-0.090355773274557,0.0844784037811088,-0.017791119667525
582,4.42992310636056,-0.842769025827033,-0.151886759870036,0.00035615430480361,0.0726130544278758,0.0374658562806186,0.0582560937817407,0.0751641556753645,0.0281895256323136,0.0410561123156145,-0.0703013266896588,0.0158819385248918,-0.0849512995287238,0.0882393349254678,-0.095181949577275,0.0404457927195535,-0.0994045373309275,0.0729334418096522,-0.014658560235015
583,4.57629810632094,-0.880574071488652,0.000780293066241086,-0.000855628250896707,0.0711689275696266,0.035910160564583,0.107425226402297,0.0411965783781532,0.00746359039016097,0.0176713241830175,-0.09982806849269,0.00181652256794982,-0.0857559058572183,0.0879815898043746,-0.0891813241412886,0.038931544451485,-0.111150675978288,0.120869703393741,-0.0825696534351935
584,4.7561403787378,-1.29919841646348,-0.103080839381777,-0.0383221089649963,0.0629287792823711,0.0294584900508076,0.0909171325228338,0.0667436206366971,-0.023918185944724,-0.0107171989169896,-0.117902494872818,0.00118565167089654,-0.085325260504156,0.106159944937375,-0.0341190399038969,0.0174630223118936,-0.139532062388867,0.0925396501604966,-0.12290602781784
585,4.80874721275681,-1.22130911965808,-0.256641788987127,0.0472113094163557,-0.0350821217533645,-0.0522648464225367,-0.0704604076023831,0.0488929531881384,-0.0427405161542424,0.0368269821379372,-0.109449934476976,0.0138869884232147,0.0857885038617814,-0.0977241946623812,0.0374528316670905,0.0312126077798216,-0.143623735462938,-0.06445425166121,-0.138799816434914
586,4.84109575972233,-1.31681687269746,-0.356163199269649,0.0447895829481346,-0.0275509142950083,-0.0571322946285897,-0.0531063262435158,0.0647003491980583,-0.0391614521199542,0.0233792634579759,-0.112668209500377,0.0156886525925373,0.0740342151387747,-0.0695307787097272,0.0636383160613518,0.045322144343594,-0.147492157498095,-0.0937112172821907,-0.152334625298195
587,4.42320260130453,-0.915896896766895,-0.623311496002388,0.0173636880553731,-0.0142853599020194,-0.115449272483495,-0.0466265610692233,0.0191166782799175,-0.028215397003533,0.101682106774246,-0.141718615238813,-0.00726543584231304,0.117265189427164,-0.0544942396523272,0.00306236625033515,0.0621930732601558,-0.0931849034736524,-0.0623468637177459,-0.108152609125956
588,4.25336918559266,-2.08330191919483,-0.280720440486197,0.000782561534191528,-0.00787186903769637,-0.0971341478806357,-0.173035076262069,0.0476414695355702,0.16955440139163,0.12431161402725,-0.121325940969962,0.0272841107252352,0.176453974481303,-0.140098332099121,0.0526449259260104,0.0127669125620792,-0.156279806649616,0.0211502681970331,-0.188753922669404
589,4.24711468261824,-2.49564166964691,-1.4638704569044,0.0208208625187404,-0.0134710426616245,0.0492260514231825,-0.25166881936791,0.0856183283778775,0.172795719309968,-0.145694388059238,-0.0993124965982816,0.0461069327822976,0.269299982939149,-0.128285246920379,-0.0705615638870664,0.0176441818444955,0.0482216949640055,0.0195727334354479,-0.257625347677506
590,4.27808707252225,-2.58662421606579,-2.04891112573391,0.0116881760913368,-0.0257168550723399,0.0442826859519807,-0.260441389516183,0.107348871127451,0.3103671627284,-0.0430880648669412,-0.238184358420508,-0.0178187712864307,0.265712830547938,0.132072623564482,-0.219592395621754,0.187453460555527,0.0886287322622243,0.0135232600972147,-0.209154502104238
591,4.23331577130434,-2.51661422721266,-1.99330338962523,0.00280893172944881,-0.0514779638327116,0.0167678483422564,-0.226847634041288,0.0983767433276852,0.376136967361056,-0.0890107741953844,-0.239967161377154,-0.0229063580924129,0.270791405154996,0.108195760190484,-0.244246340901706,0.179862126377574,0.122441845164875,0.0174413357261498,-0.234645514098867
592,4.03867574955242,-2.59701282497277,-1.8326970942114,-0.0104982076500179,0.00212730875572834,-0.0434343930386216,-0.18785755376885,0.0949389573804929,0.338843074106169,-0.0902041732352289,-0.267642460025735,-0.0690780756403079,0.18940060917569,0.0789537502896727,-0.130602623877676,0.192638964683053,0.355524740263787,-0.0805010662979453,-0.21268590879885
593,3.79940003390901,-3.22015693517507,-1.71989642355647,-0.061334890670973,-0.0435511694703194,0.142958156806403,-0.061577522575855,-0.140580180902662,0.151410389873938,-0.0589001979411477,-0.217721812918148,-0.164540115616695,0.227155640843122,0.0617080170865729,-0.180880148453374,0.139569006986695,0.404125003137568,0.0943204367696997,-0.143216726652771
594,3.58170690162779,-3.48880099456607,-1.85290231377713,-0.0686202671507122,-0.0210362833100872,-0.197197155836835,0.165721837304844,0.0406651076077833,0.137007460576706,-0.0320702533310133,-0.250022398902628,-0.190906723748946,0.177376202041901,-0.118549560980631,-0.0187669254975829,0.162412794037677,0.337852711084542,0.0465967736879494,-0.10649409506911
595,3.11723097424518,-1.49894484552259,-0.985785479643814,-0.109317159896955,-0.0220693884165106,-0.224719204062922,0.238803995512361,0.0767853032391371,0.09562761738751,0.118157888242455,-0.261764670945221,-0.182996704329604,0.141607134423895,-0.0742582666264928,0.00718880600545987,0.0902966869946786,0.316666366324632,-0.0227638114624931,-0.0429247355076069
596,3.26939068170822,-1.22894173739686,-0.570720606740255,-0.0861438139252659,-0.0160750262501309,-0.289746069275986,0.203399884865616,0.152614654976094,0.091111668013302,0.0759151823160377,-0.184162474225442,-0.183013958761047,0.147430026340024,-0.0932648454114778,-0.00621978969951257,0.161991011219643,0.328006043958077,-0.0236148897820115,0.032766910492172
597,3.17224545502413,-1.23233729488053,-0.532199748842992,-0.0959495332810854,-0.0275764113168534,-0.326139273083636,0.141066226710722,0.155360500518102,0.0639317055822233,0.0992874207999503,-0.228843263008139,-0.207872697642229,0.134990587486076,-0.130784188930581,0.00613006439015095,0.158806801874742,0.362565097763616,0.0347191888795809,-0.0112912665087495
598,2.99342987167764,-1.35549026794035,-0.479890989968147,-0.115784459711711,-0.0303597225097992,-0.303991991456939,0.084379201877093,0.110669555412923,0.0810401325692512,0.130359068102831,-0.299218835513455,-0.207786018380345,0.114562948162966,-0.107199837909557,0.00680366636278207,0.145911433605919,0.331216042810723,0.044371260891075,-0.0693782071166716
599,3.19840295869187,-1.64700556598076,-0.624383524403589,-0.165121941215437,-0.0229371696706711,-0.232963052920351,0.150728828767199,0.13075924997414,0.0722656815754149,0.241737661991755,-0.198107569274462,-0.16318602288049,0.139656595667894,-0.132865592912048,-0.00407982954983926,0.222061337746916,0.318098318234098,0.0519423654595845,0.101055102365197
600,3.24134592711564,-1.49005847546355,-0.575232739169965,-0.170064748453311,-0.0382429466810052,-0.235821515536004,0.143403723319776,0.139248582745623,0.0973961435280206,0.247294297271279,-0.166275233686323,-0.155827740961456,0.120446121867504,-0.174990865599833,-0.0230157130445368,0.233798076014949,0.319805430355141,0.0479139582426269,0.0753621156493094
601,3.23434649123325,-1.02705385380682,-1.12425853754226,-0.126166257261796,-0.00546631329736824,-0.230186144102622,0.0581093379781276,0.131718786090213,0.178261246472698,0.254781816324232,-0.17689155094012,-0.128434800171201,0.13153012813523,-0.249421063777007,-0.0220410191833096,0.213729352890195,0.303862846614348,0.0501644797501803,0.0806592515142082
602,3.20389800881329,-0.934390554173393,-1.09303062971874,-0.111077169101165,-0.0176286572137861,-0.184620324844449,0.0730319182156234,0.131575060530007,0.142838012509947,0.210036234724415,-0.230015932532755,-0.104925356236417,0.137646317915471,-0.278117976978569,-0.0507663614038368,0.220104018607561,0.361146928945807,0.0293766980585895,0.163120681247177
603,2.92904166575032,-1.31700212382939,-0.993532763014136,-0.0885623159279581,-0.00436807387929461,-0.0153988334597845,0.0341986061477094,0.0676938562259583,0.112321982357414,0.267984701167385,-0.278239948224051,-0.064949499495788,0.120675698469635,-0.154334398331159,-0.0351757831306636,0.223108811909831,0.362360875254271,-0.0928943443541954,-0.129906946492124
604,3.14033190042176,-1.78629005607136,-0.939476856694375,-0.0408405579348054,-0.021609433664243,0.0424464228727148,-0.00797417083654262,0.113804416584809,-0.152817603319171,-0.316323645173305,0.136087458140244,-0.0668039339166533,0.133675557863268,-0.0129520312567241,-0.128998322337544,0.201355028175632,-0.398457343719631,-0.0663978111900845,0.0544156720252501
605,3.19439599061076,-1.68575237006777,-0.895873448153889,-0.046251673180344,-0.0147894081279433,0.0502530522817025,-0.0375351854915182,0.120136380481993,-0.173960399844771,-0.290904676045543,0.111134620624692,-0.0616851030184342,0.129032242723909,-0.0123328929526371,-0.118118576399502,0.205394577548039,-0.370463653801694,-0.0521479057415636,0.00226992094858407
606,2.89162299371487,-1.51554060378339,-0.761813330785502,-0.0279724406334223,-0.0282370426676056,0.0695197915970119,-0.0114429250933676,0.111744974229743,-0.170559708205201,-0.359484923596492,0.117927974610837,-0.0679633600165995,0.107210092630793,-0.0767911050597537,-0.0412808572181039,0.195811267746848,-0.337868973262146,-0.137761908256783,-0.00884965602056249
607,2.80350971503883,-1.92752383981443,-0.654737329609972,-0.0424380333435475,-0.0321528227868335,0.0271853163410758,0.0141143723969126,0.110867012750236,0.210885957477888,0.326603244696776,-0.117862468543715,-0.0428121334120428,0.102403511024124,-0.0818621123803819,-0.0329352244325719,0.183082121869798,0.337282232192175,0.180355079751125,-0.0169240701344842
608,2.80814297422657,-1.92933151718,-0.881911738630686,-0.0417082549781502,-0.0485075486469186,0.0195230883789936,0.0238234058919814,0.131250885666422,0.215362097103044,0.29554875370687,-0.106419990303687,-0.0446387537538895,0.0971350947261438,-0.0918079387736334,-0.0176244304328681,0.176023935522651,0.345630183637478,0.173974740914953,-0.0187302712765109
609,2.82124722860008,-2.00087386007795,-0.867794047241908,-0.0213016114611529,-0.062146416095023,-0.0378265557302666,0.0190058699346479,0.139858228933985,0.268755333140944,0.322571738780824,-0.101349793892719,-0.0333763923527919,0.0633931854098092,-0.114977458875729,-0.0194372829896313,0.216979121519358,0.368920644792593,0.133347716675865,0.00574362508903866
610,2.9295900364399,-2.14782787549311,-0.982935162852606,-0.00784289482568453,-0.082043132406282,-0.0156026835451661,0.0123334214413907,0.131145951371717,0.30560299552358,0.307905481989815,-0.0415580779812924,-0.0491225097675203,0.0736668684753765,-0.111927970233511,-0.047510193436735,0.214518359845269,0.333356439266079,0.108775974371681,-0.0264034484859081
611,3.0580244253283,-1.95815023443029,-0.926337548878913,-0.00473698040858778,-0.106467355509649,-0.0128537991959905,0.0128681378525304,0.109171552472568,0.342398624048278,0.259210894233587,-0.0291658797117924,-0.0378480714561124,0.063577003543636,-0.079727268675221,-0.0576050762498408,0.190968210952662,0.344051018712763,0.112734273396488,0.0457957091135618
612,3.02003036436534,-1.86506833640346,-0.871613824209867,-0.0243656247177718,-0.0443388049391148,0.0833371972551026,0.0190987273599749,0.0740601225454795,0.14419979249795,0.0918641063099253,-0.0669348963319012,-0.0463432049332733,0.0158607492737002,-0.0984942377179496,-0.0112322631314187,0.173795572541694,0.340217134826827,0.0151293046985828,0.0162379812302577
613,3.22226516590832,-2.11977188346105,-1.00540593004761,-0.025646826419043,-0.0651564117717856,0.0481997462198805,0.0225436447253219,0.0959718342282368,0.170796820361808,-0.106509930899779,-0.104104444423831,-0.0478241865952299,0.0173798703996234,-0.0554495630506554,-0.0157072321006397,0.174011942855701,0.301268501164028,0.00855533440656682,0.0480222087655304
614,3.33637038070599,-2.43567076816529,-1.17854213482468,-0.0361939083988125,-0.0840555626713066,0.0581163196860668,0.0209084552070551,0.101631530589747,0.156762554314574,0.122912576909934,-0.082752617964933,-0.0404835886748805,0.0179554194474568,-0.0546283049313071,-0.0111229814202476,0.183042394133794,0.284951305863995,-0.00300368225871142,0.0277694954169276
615,3.33632921730758,-1.95305941268607,-1.6298581196992,-0.0275128786072315,-0.0324148685684637,-0.00509871673516447,0.0832006577056855,0.0841604859915511,0.0739906026185684,0.0832564290388978,0.0122828613185237,-0.0507549790330676,0.0203901615696105,0.0128927955556925,-0.00540506977498021,0.204429841488768,0.210279491597058,0.0395008513457375,0.0301521185514649
616,3.41435415408228,-1.88914871554194,-1.70129865400219,-0.0328503622589932,-0.0306612762043878,0.0284885112492127,0.0726507620053788,0.0338993304924227,0.108706199747089,0.0074359479971312,-0.0549287481136626,-0.0539574640915474,0.0218570986156241,-0.00533317357399775,0.0161674139671183,0.140167833653373,0.153300532563645,-0.0223187037874057,0.0747638378792325
617,3.41293207078915,-1.74820533386971,-1.4535295553381,-0.0335886600806923,0.00992128144971531,0.0714401867537425,0.058442015313438,0.0329950915827467,0.0628571436704364,-0.0276140479056564,-0.002698324659153,-0.078412918704778,0.0336823699553239,-0.024850399201474,0.0221434815139919,0.124558896396831,0.178108513049731,-0.0868818296477343,0.0176430711144829
618,3.38546890188111,-1.64362900297999,-1.44293594537632,-0.0365889904758232,0.0138614860577075,0.0785628806549008,0.0538823075761438,-0.0355629797122819,0.0232549154512439,0.00310289552508618,0.00501533620298365,-0.0854643778739682,0.052091722935769,-0.0349321334970847,0.0149512247151224,0.142129575834998,0.177942298840748,-0.10554152427782,0.0754131020837044
619,3.29488934211978,-1.72439217021807,-1.12809741561275,-0.0111196771448519,0.0201490718838011,0.0846264951841507,0.0601685802933132,-0.00498802527773731,-0.00826144280415735,0.0335562516714244,-0.00459615364334976,-0.084241451453225,0.0537475325523341,-0.0426364558784885,0.0123945928040432,0.024398416821692,0.133747862000734,-0.0881600279840752,0.0588680115608699
620,3.13412449765339,-1.18394204368829,-1.0542104128777,-0.00989273730563081,0.0296663392444346,0.0758429439452004,0.0233232913373524,0.0151029519102256,-0.0591656670416365,0.0815957120047214,-0.0203117266720283,-0.0416695223914023,0.0629506041481832,-0.0177680688647864,0.0232867115437961,0.0472660066574509,0.0640754649512087,-0.0694882285098494,0.0445281304423658
621,3.17268291746356,-1.38705759934484,-0.520902099867856,0.0173710050553433,0.00963479711812559,-0.0379462788530517,0.00265608273481374,-0.0245476697134085,-0.0693864101755242,-0.0529851743330368,-0.0275472287729583,0.0314271895099481,-0.0910738196609024,-0.0327343011922328,-0.0114315484697823,-0.0580613591556632,-0.00123657978002565,0.0317589886354428,0.0464782975243453
622,3.22230044893188,-1.33041816322155,-0.552708376453237,0.00769201408793343,0.00893571254993379,-0.0721126620098597,-0.0139974021752308,-0.0156880602969502,-0.0723337679101733,-0.0320073581627567,-0.0232580854606514,0.0354210238317279,-0.0764580636788039,-0.0109423066752871,0.0197221740107245,-0.0607583211521666,-0.0167874349486894,0.0363190895879279,0.040537462777032
623,3.21520057231175,-1.37496680205959,-0.564025902971746,0.00616055917383809,0.00608732731818764,-0.0748277428021743,-0.012822370761484,-0.013470585209541,-0.0701771397487135,-0.0348067637793232,-0.0240642375356675,0.0353073322749168,-0.0755537839379345,-0.00703630814080475,0.0224531980208888,-0.0606401841116202,-0.0135295734970628,0.0322913723154555,0.0379658770278926
624,3.23855948341965,-1.38314444203094,-0.607056482004581,0.00905025124780466,0.00749185191186812,-0.0687544038038381,-0.00794654629812365,-0.0159625940184125,-0.0687843154248528,0.0444824831222115,-0.0194810146601786,0.0324527870677248,-0.0783603941978756,-0.00542769155382357,0.0237533571439398,-0.0567547200397639,-0.00710377511163522,-0.02833301227489,0.0374822318105086
625,3.2675849794011,-1.48788886794476,-0.579572067433507,0.00499034947821265,0.00836124717181023,-0.0694844934447404,-0.00229593155245295,-0.0183595849077817,-0.068235124498439,0.0534603105249301,0.00504445815017422,0.0346438181277195,-0.0778449851606466,0.00360064601561665,0.0243117979616779,-0.0587654018261048,-0.0117222890314407,-0.0265420467004868,0.0405815881498193
626,3.25175243103536,-1.49706334077472,-0.66003900369043,0.00626393346208044,0.00839520123325911,-0.0623860910909593,-0.00430364996516419,-0.0185722788129398,-0.0775651362126023,0.0451300493799382,-0.0091349361120556,0.0310402639476391,-0.0765151579959811,0.00783144336544747,0.0319958166728801,-0.0601959410844006,-0.00670616458131055,-0.0146621838260621,0.0666414472571333
627,3.28232011412725,-1.55657149133647,-0.744635410173774,-0.00154918131491364,-0.0191676273563325,0.0327889080399158,0.000399295453510799,0.00698802530593654,-0.0542562775814394,0.0483488369540201,-0.0379122329123158,-0.0294312709855525,0.0745807250709902,-0.0164137364062593,-0.0305884532964337,0.0532990793864182,-0.0230227863834311,-0.0403684711055931,0.012846172797679
628,3.26764486077883,-1.64060191469263,-0.728277446897903,-0.000891299934025424,0.0166855954541946,-0.0388583418947804,-0.00858209236780877,-0.00478172599800786,-0.0610064990949103,0.0391883443040559,-0.0275296310120648,0.0298805074571855,-0.0755031665186861,0.0264082007450733,0.0298549458353503,-0.0593828277675985,-0.00848327830121779,-0.0287135545564699,0.00297915998357821
629,3.25540972558734,-1.6831165385578,-0.818732952680102,0.00300304256717057,0.0123280291222067,-0.0440714514160058,-0.00679077707848961,-0.00913371538484118,-0.0444675503082778,0.0556956118686277,-0.0300008556980519,0.0289583949488495,-0.0744839449886024,0.0294947958962874,0.0254260274418275,-0.0565772745333231,-0.0116609628308441,-0.0327527789060494,0.01709690441353
630,3.14890261980262,-1.59761881467684,-1.08524645897218,0.0132766050822801,0.0268044138799817,-0.0506878027531527,-0.0110704612739214,-0.031166721898395,-0.0408135637843777,0.0394799127192566,-0.0462581304608675,0.0486806996203154,-0.0928177923151542,0.018893589393456,0.0346395798206263,-0.0695610176602131,0.0201271115422516,0.0118333617112334,-0.00826104300075893
631,3.00291515164751,-1.18830417785691,-1.23274778617071,0.000372670138284174,0.0459961130333666,-0.0675383836910595,0.00649912193456249,-0.0550481541817084,-0.0520830231936977,0.0680186934630962,-0.0514001217551602,0.0727735419319403,-0.0708153797726334,0.0575158689170716,0.0308387536960104,-0.11640348629884,0.0157080398399092,-0.00285579166641694,-0.0194697055622927
632,2.87854807843309,-1.57277936151351,-0.780229648940687,0.00256631811488825,0.0595131196764314,-0.0100846971263406,-0.00518627939769422,-0.0475542691258245,-0.0528700530358081,0.0684906021239433,-0.0901878195108455,0.0632585989260736,-0.0443048184142425,0.0285741656299296,0.0362015158555879,-0.142886826371572,0.0158474771358131,0.0152688648131036,-0.0163987063767509
633,2.90882652755085,-1.54953607021371,-0.786313042813478,0.00175287802521551,0.0609416542925537,-0.00698772794694165,-0.00318958345452805,-0.0437116547759832,-0.0518524875667113,0.0752905294384734,-0.0929568821507881,0.06461010565708,-0.0443894428981415,0.0241211441363563,0.0378609216775076,-0.143387115802873,0.0205505165234247,0.0161841622113205,-0.0148620776376586
634,2.9291858677722,-1.47641747602651,-0.59581369709919,-0.000992677636239926,0.0623762193180839,-0.0201210754390093,-0.00655287975028058,-0.0455513876346868,-0.0480962380551019,0.063072305913261,-0.118223563534127,0.0640538848653301,-0.0476303155604903,0.0356477155306114,0.0384494345003671,-0.128154698144209,0.00947545042291636,0.0379811486498426,-0.0211130582516887
635,2.94405287031751,-1.52728936221305,-0.613197960903374,0.00174636346878901,0.0618861311934451,-0.0231008792677661,-0.0148839023915796,-0.0337533444827214,-0.057078493043908,0.0526259471536775,-0.117179328771622,0.0591684752881334,-0.0481842720377326,0.0264107437060398,0.0351309179242095,-0.132886093032175,0.00674593593590718,0.0204486766627966,-0.0472407470535951
636,2.8917411996067,-1.47139156838325,-0.566689353961107,-0.00811860081117829,-0.0566534612296034,0.031474181719599,0.0200331393404866,0.0232635235561576,-0.0386340943265246,0.0556008089282945,-0.122098060913757,-0.0553459505101233,0.0420301286364837,-0.0348782197944962,-0.0451348529206482,0.141665436072558,0.0126292641863139,0.0329928620262073,-0.0655157229434592
637,2.79482406936872,-1.36319841705258,-0.561952603624838,-0.00501583337147246,0.0614225377382335,-0.0135614049994025,-0.00431629435860406,-0.0227707958537886,-0.0443016626400601,-0.0273547975467837,-0.137634163080188,0.0595320784702748,-0.0428522540418921,0.0361293857416843,0.028483445964833,-0.124031988894398,0.0347375536618807,-0.0153633145066035,-0.0896863600605704
638,2.79644680150803,-1.28877370708504,-0.553819766788607,0.00053991018890676,0.060965845620189,-0.0161441877712105,-0.000405593209749534,-0.0180825996393121,-0.0464458708125948,-0.021233624796644,-0.125069922862395,0.060823478483936,-0.0439323616368843,0.0353571257909328,0.0261713401994119,-0.120452589972635,0.0361309386519824,-0.018519437190656,-0.0932052574017762
639,2.79882565735616,-1.2980204075314,-0.531874131049113,0.000413518759883499,0.0606513817923539,-0.0173434754860828,0.00124318991490532,-0.0195244789710427,-0.048143501084186,-0.0213179586936099,-0.130530317998263,0.0635976124839225,-0.0439215744900121,0.0335185768427405,0.030287733634472,-0.120825201285965,0.0334870886229421,-0.0156123507613063,-0.0878680540031183
640,2.75045020355596,-1.51847628593285,-0.539109728996435,0.00664003764281183,0.0641063763015891,-0.0280626213883647,0.026402572752774,0.000405239771833089,-0.0135872306414044,-0.0301937904036511,-0.163075716942725,0.071190162473331,-0.0393630928637707,0.0310715802391889,0.0255603490716009,-0.105263692203366,0.0572290493080227,-0.00826641310360997,-0.0527541367159284
641,2.66175799866814,-1.65516070281389,-0.664512948917664,0.0168335928242947,0.0712356494374517,-0.0175544515236701,0.0298710178666702,-0.0172000532303488,-0.0158981115248423,-0.000454693004241874,-0.132560852546567,0.0752772776713037,-0.0378880294591696,0.0157592266026395,0.0597463185686814,-0.092173086879203,0.0859155280558884,-0.0168919784752431,-0.0774942627155862
