"t","beta0","beta1","beta2","beta3","beta4","beta5","beta6","beta7","beta8","beta9","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18"
484,3.82852459821444,-2.40665758711841,-2.18090526099338,-0.0191211291216647,0.151029901781652,-0.0487783509429236,-0.00216033191139866,-0.101951660026289,-0.0391042424613441,-0.0252053597343784,0.110212012328993,-0.0087332769766589,0.131797434096333,-0.0466450971383488,-0.038123379703264,-0.0537087832724286,-0.107229138620518,-0.03190315471075,0.100900189591135
485,3.9012153462704,-2.31487538780727,-2.19244193055953,-0.0324168996779777,0.175545727543582,-0.0707569050976857,-0.0168790712311677,-0.113298746816257,-0.0400421764210439,-0.029202618728174,0.107527025798126,-0.0194784936215599,0.146015812972377,-0.0545980165406445,-0.0249756289418128,-0.0737415401867207,-0.0924065054270966,-0.0201536073021612,0.0938667363461556
486,4.006666057421,-2.4766629521803,-1.87221281591808,-0.0301991146390115,0.178973815835626,-0.075901420322343,-0.00742242920515195,-0.125170731881165,-0.0341731824919074,-0.0149826161796684,0.11157501105505,-0.02792234095767,0.154939165201087,-0.0523170694728671,-0.0333471461365868,-0.0853301387246221,-0.0787467834294315,-0.020521307422685,0.0825245723484154
487,4.02160560285639,-2.49606195022326,-1.91135564713355,-0.0303475725747522,0.17780719460876,-0.0737926929781359,-0.00487269207698674,-0.126646445878971,-0.0343451933387259,-0.0176974526767545,0.116256716523675,-0.0268104658355442,0.155042426444968,-0.0516901676986924,-0.0325156937479631,-0.0865425597681012,-0.0780629808773989,-0.020015811889059,0.0825057433876138
488,4.05129486542352,-2.34059031114766,-1.9852195467564,-0.0199894639215302,0.180479710820509,-0.0970283291924919,-0.00211692046941821,-0.112663743115609,-0.0400325673000182,-0.011928678220245,0.0998063763715729,-0.0302116694950749,0.14900820111391,-0.03449484226456,-0.018201597854342,-0.11213584883299,-0.0674865691192107,-0.0345122189732654,0.109029286273403
489,4.08415906526596,-2.32728520926844,-1.88544752980915,-0.0179679632588441,0.185458884723288,-0.0973127121881445,0.00241111411108662,-0.117075779723615,-0.0223809247346942,-0.00676294835104209,0.109802999592588,-0.0274434896803153,0.151373715350929,-0.0472254821236955,-0.0199374573590068,-0.104284861274727,-0.0634461322535467,-0.0282020221154083,0.0926099407451161
490,4.08020249417394,-2.34021155171893,-1.89274793914802,-0.0164851467482746,0.185661203067551,-0.0956003589040555,-0.000735982680879671,-0.116807919367671,-0.0245399465905767,-0.0069997469225863,0.109752659855913,-0.0276940752023493,0.151590727244914,-0.0477106806719915,-0.0215200075768417,-0.102182572270955,-0.0644638370188971,-0.0280602933425554,0.0922184082093783
491,4.14360457148706,-2.35237994897784,-1.84256805760831,-0.00986738360408621,0.180599199113415,-0.0830906005914331,-0.00640539456566331,-0.101920137557496,-0.0267779967685333,-0.00320377892066734,0.0992799759028596,-0.0346572474247509,0.156210473126653,-0.0537679301835727,-0.00940495145836736,-0.106511603888686,-0.0420396433829039,-0.0117478314841825,0.0993150255160438
492,4.22450466381094,-2.23497541933574,-1.78127434445712,0.00052727713079609,0.178229797635551,-0.0974985690064072,-0.00908608248903656,-0.0967876176000849,-0.0503592652619207,-0.00539791534130786,0.0965699590144778,-0.0224436805395251,0.150896591809713,-0.0266393016550729,-0.0164789105562294,-0.0955312501770645,-0.0346111457553538,-0.00730730241003425,0.0785652436844813
493,4.26570313526277,-2.2360160241382,-1.75890682264,0.00256278158765767,0.180761515364666,-0.0927925511828434,-0.0159330585794576,-0.103626159774712,-0.0522749868878027,-0.0105559650362658,0.0835500903494748,-0.0182385151352898,0.148254795244085,-0.0339757555480812,-0.0148880641492978,-0.0877070844605323,-0.0415718945258689,-0.0107853476242058,0.0781427475110806
494,4.24333148732411,-1.80805076908735,-1.61185762753183,0.0184914711457338,0.158996331738726,-0.0795604168017893,0.0278492229014652,-0.0729846137261778,-0.0463255887864526,0.00502836670439208,0.0447808317433287,-0.00860199991140621,0.136749504895107,-0.0283267892467583,-0.0229911308619565,-0.0777385752646082,-0.0533135726056467,-0.0231631832702861,0.0692164899126531
495,4.24035626222225,-1.76239312448695,-1.55030328038429,0.0195279909921987,0.159963233880562,-0.0791523920385627,0.0277564530154955,-0.0756279619415397,-0.0455433817268315,0.00439462255867003,0.0537844705804965,-0.0063219983487384,0.137074385944849,-0.0323373044153946,-0.0173440038132604,-0.0774458165163866,-0.0612502774761899,-0.0189785229488926,0.065854999755884
496,4.25917255679281,-1.90605850932394,-1.73675173633327,0.0190892339001713,0.157323233215442,-0.0815452648351257,0.0379113961356709,-0.0666860760963633,-0.051409886272256,0.0227012157980306,0.0579079851365286,-0.0117531573345077,0.135105146081367,-0.0302348595386239,-0.0202961995330369,-0.0810292012211853,-0.0680821824492372,-0.0159711247155706,0.033784157396735
497,4.26827924292093,-1.92787534580651,-1.73224890423043,0.0179042352966599,0.15724166917954,-0.0854965309803497,0.039807293340789,0.0564756366694746,0.0568866640493306,-0.0281708168684061,-0.0567008880278065,-0.0141073841891052,0.136552470821675,-0.0275213814225684,-0.0212988523232174,0.0801078332102744,0.0606480929286898,0.0188142862297485,-0.0303088816613275
498,4.29582899399373,-1.88041222656476,-1.72366513525094,0.01265699798591,0.158217387025218,-0.0738721846871383,0.0456216707612538,0.0440416751275819,0.0607135810468713,-0.0208336439260802,-0.0623946675671925,-0.0132562464303068,0.129220907448578,-0.0324040793302307,-0.0234699525217801,0.0712754421635032,0.0648970526826875,0.0142188918419707,-0.0319351528274887
499,4.28704060613867,-1.90773545555688,-1.7265130103317,0.014141066933988,0.157992672492296,-0.0717765192585258,0.0479040945888933,-0.0451749715808973,-0.0599029046369073,0.0115146482511668,0.0586701852534939,-0.00845977180663306,0.129442305148691,-0.0404099217932802,-0.022648822787446,-0.0780047762217492,-0.0655302907832505,-0.0123105092241916,0.0282533757063059
500,4.28324543876647,-2.02094217334667,-1.76355238685087,0.0240991258105621,0.155281049091166,-0.0686099501125235,0.0457322527474845,0.0499880589806209,0.0384293157910223,0.00651430662416954,-0.0543551019375534,-0.00307155321578484,0.127911060444009,-0.0315644109932773,-0.0129297971174576,0.0750407229150894,0.0720056132915979,0.0322597119115256,-0.0201767640550373
501,4.26709578877895,-1.94934379099003,-1.97680242801092,0.0285002367769794,0.165219721854187,-0.0547833537374845,0.0430366110104807,-0.0469060800016281,-0.0253522143030112,0.015851877870488,0.0582579313352726,0.0138942571406225,0.133565666629145,-0.0376759852138043,-0.0169813549279805,-0.0952353988337029,-0.060368275303208,-0.0386955001989088,0.0298651638208108
502,4.17470306174175,-2.12510721238385,-1.8432051659935,0.0264045515954571,0.162158525015255,-0.074407525917395,0.0531268063708131,-0.0355914777604852,0.064210724489225,0.0149404657485733,0.0529066663198802,0.0269421554400357,0.136804592877477,-0.000576752490593586,-0.0129283379584723,-0.104702101800701,0.0171221382389253,-0.0264556251549265,0.00263829567528679
503,3.8633597271393,-2.02921413839978,-1.99995655216884,0.0277597775378441,0.127113315819558,-0.046454576035882,0.0124927481288887,-0.0692017026480706,0.039080852617261,0.0324269736616631,0.00646245438930439,0.029253335570909,0.0952068862810329,-0.0341197194358945,0.0327428191974066,-0.0611515246218102,-0.00998642035706276,-0.0076017544399303,0.00052069199947488
504,3.72390299954766,-1.6671988178474,-1.80461918001166,0.0343071474830665,0.113944528765919,-0.0183491561487477,-0.00084839972053187,-0.10871563752176,-0.0750713324583199,0.048568541119632,-0.00489056896743808,0.0342697712555588,0.0828772459770405,0.0163971641943612,-0.0113599900928683,-0.100508357837384,-0.00564215138906411,-0.00223976237882012,-0.0346989294073129
505,3.51709093669905,-1.64328008959937,-1.55666574472927,0.0517537125826697,0.128343228463734,0.014282845513784,0.0319854344985909,-0.106641469677214,-0.0884681527313666,0.0515929213002987,0.0225744519085081,0.032104059971726,0.0705290869365104,0.0457931874818008,-0.00979652111847407,-0.108958811833187,-0.0124332026972165,-0.00304174155824917,-0.0509687223997322
506,3.48258641378294,-1.90679772294095,-1.55175716319816,0.0657333455724842,0.11956217681895,0.0372405459172802,0.0456067960867311,-0.0752221547732338,-0.0669603710115462,0.00891268587143073,-0.00314455437432391,0.0361367465524472,0.0819754863233106,0.0429083415593161,0.00732308683907728,-0.10264511427934,-0.0444710306915992,0.000170088011317435,-0.0228547918578922
507,3.46685261203969,-1.95965247112343,-1.74223083791147,0.0643388315319836,0.126845486402115,0.0384105904704987,0.0468437665186956,-0.0641611679398041,0.024312950167009,0.0284446648613761,0.00446260652171113,0.0462747225188046,0.0789307862622154,0.0567380182400371,0.0165238694907477,-0.078670807701934,0.0243271588198265,-0.0162514197144826,-0.0370393079208962
508,3.48399647286375,-1.98606547190993,-1.74506849193346,0.0690792766668133,0.138470350905185,0.0344814280613144,0.0425934911237809,-0.0777267986917124,0.0198651032449902,0.0137502132587056,-0.0109822903385848,0.0454212305702849,0.0844404584204681,0.0593293895909369,0.0143812735685792,-0.077021692603198,-0.0050232453643815,-0.00705337326185377,-0.0310678293824696
509,3.46918424210283,-1.98571313894096,-1.73486132969816,0.0687765112945784,0.136468864321352,0.0356314002704284,0.0448232137746884,-0.0823873396582341,0.0178557656607671,0.0151401731606332,-0.00894069104122881,0.0462848564582224,0.0819519333814536,0.0595255549652936,0.0174707737674231,-0.0772068851839914,-0.00511896039520001,-0.00333149628278541,-0.0259181377349276
510,3.46547176989047,-2.2107208681516,-1.69221082980784,0.0658303855916761,0.150372586492666,0.0311720480529105,0.0401527753366809,-0.0635416937627912,0.0176195633960873,0.0246295037043779,-0.0104034071832764,0.0507858830481095,0.0872908433598589,0.0522382789198484,0.0101545838406268,-0.0517125274700949,-0.00657565919859225,-0.00577255767995905,-0.0334073478768641
511,3.46708735515851,-2.20325546164064,-1.69945201135415,0.065102366120683,0.151190082433435,0.0316788491850532,0.0408883911561016,-0.0618018073465934,-0.018013351804576,0.0226992077703982,-0.0115878511112741,0.0511504249996312,0.0880467298503997,0.0512872462364684,0.0117007940442149,-0.0499091323995625,0.0050134878238611,-0.00558477042506192,-0.0345302996198329
512,3.46086627235277,-2.14830353178525,-1.67794090855951,0.0629814042058699,0.155577563373981,0.0313871422080045,0.0365129506420503,-0.0596013162097682,-0.0174441474318703,0.0144462756650655,-0.00868173756721024,0.0531047785931455,0.0919572462174201,0.0511955762320554,0.0121267426424511,-0.0475250844298874,0.003072032995915,-0.00551510880331091,-0.0345746937523777
513,3.44596608792837,-2.11517877530352,-1.63647617262828,0.0641966539400236,0.15579499262681,0.0330490792929128,0.040624991566203,-0.0573586615698794,-0.0148669658966529,0.0172417242925223,-0.0143456119507125,0.0520747543841919,0.0944159872521583,0.0509125718703387,0.0119711985914326,-0.0437903498208376,0.00379794996731876,-0.00981556210131027,-0.0317398871082061
514,3.42995738332241,-2.05015514770494,-1.67138024347386,0.0637881609972304,0.148985473347177,0.0288689118883474,0.0470777283290577,-0.0526529776700853,0.0280722622074537,0.021084883438636,-0.00653133352058499,0.0481558266939214,0.0893924448146162,0.049224101167072,0.0128006463484489,-0.0541750672650381,-0.00035257161640485,-0.000773397981857342,-0.0245962625237467
515,3.39747847167341,-1.96648426329945,-1.6492601768663,0.0705213384624774,0.128611730991677,0.0262477727939021,0.0447659411120858,-0.0502498016975155,0.0142134733778926,0.00380698051043567,0.0258649728914756,0.043535789020168,0.0787991980511551,0.0375272059490348,0.0115808669798936,-0.0641767337909441,0.0619044845408205,-0.0017657751341831,0.0112807064504695
516,3.43908203576262,-2.01989003436387,-1.76476615827106,0.0707700465636686,0.123351167621531,0.0235515929796654,0.0461443630766018,-0.0580153757305251,0.000549768096930657,-0.0112463640409651,0.025161687905542,0.044595791364859,0.0771389874943055,0.030497583000699,-0.00349617469954114,-0.0687764181868794,0.0239905824000029,-0.0299108617693604,0.0353719212785752
517,3.47778809091201,-2.06536565074797,-1.79538508923611,0.0698267778812829,0.117823034332074,0.0434211136269975,0.0444788321588828,-0.0713157215511656,0.000172779488133722,0.00914586131236539,0.0109222027626678,0.0434540796647043,0.0732203538004216,0.0373128580416464,0.00201892680625744,-0.0824137508016148,0.0237126387032658,-0.0102190671762458,0.0128519468909565
518,3.48640687959668,-2.02258631938411,-1.77708064716867,0.073643793314637,0.115644754576648,0.04670933755289,0.0451475482525076,-0.0765668810546241,0.00135450991727348,0.00938741639022367,0.0198753044750418,0.0431178585018531,0.0717277555527415,0.0451752120869476,0.00339675111539195,-0.0838796463687463,0.0227797313466152,-0.00741181866297864,0.0087265228074445
519,3.51939809747602,-2.0488305042747,-1.70526559145652,0.0847386481254196,0.120961059718261,0.016404148908444,0.0659635596958729,-0.0810511045911025,-0.00211035599243458,-0.00150706177777189,0.0221546988194985,0.0461032469407731,0.0635196044286334,0.057364358243696,-0.00355269884840482,-0.101349429434949,0.0252867584733404,-0.00516428334578225,0.025015895717517
520,3.48425226473698,-2.00610230772274,-1.74108411273768,0.0864907704033932,0.116622545094828,0.00773422873237922,0.0643937693543306,-0.0717917095152269,-0.00629590801336579,-0.000850244087161286,0.0190478566038331,0.0453517150276799,0.0634493888654398,0.0672293076115259,-0.00959788828304476,-0.0983249736005624,0.0261559311244004,0.00296691031338544,0.0244170458568445
521,3.34458777584869,-2.2394773544859,-1.6003180186689,0.104093263378431,0.118540573806795,-0.00573783276830443,0.0824965636912079,0.0589978124615291,-0.00404014541285367,0.0271900786721411,-0.00113135353097061,0.0431046419517829,0.0364458981082843,0.0315688936235569,-0.013085426523615,0.0585321077760719,0.0026075291995296,-0.0191363751829596,-0.0248599722759023
522,3.26749509436868,-1.90614651283414,-1.97982511666976,0.0900214234025153,0.124977148386485,0.00589832312430865,0.0930054117486489,0.0543460696668787,0.0129972505107249,0.0348704673417286,-0.000233210369080489,0.0508092417315351,0.0394511624662053,0.0256007680047874,-0.00207118171627013,0.0474300226710359,0.00623475815453106,-0.0154783826981351,-0.0023985839415879
523,3.1023127767602,-1.64356811481177,-1.63549133035406,0.0644736265167883,0.132451256203051,0.0365766073498819,0.110577458609662,0.0569036251831088,0.0147389069363334,0.0417027298106438,0.0637688406686025,0.0341867799264039,0.0531678636336605,0.0659854388133343,0.00970151145321838,0.0290852673854327,0.0209024715614365,-0.0213286227223969,-0.00253106193254337
524,3.09794923274193,-1.6700529661441,-1.6186606498075,0.0656505066610038,0.131517880337551,0.036545860768282,0.112632452976617,0.0538213508537059,0.0184506531661337,0.0416153347440885,0.0651503431628246,0.0326517587954871,0.0551993201510698,0.0673481812560876,0.0134593241559743,0.0294449955028552,0.0216157080421835,-0.021114959670248,0.00219126613056882
525,3.13632162537224,-1.36666627250571,-1.5740201435719,0.0639767054812186,0.127576726808265,0.0243762018033279,0.107588951999037,0.0588121146000664,0.043676513933961,0.0248620903029082,0.099365515706492,0.0329916774500787,0.0487702596016792,0.0380801401444158,0.0282731761111522,0.0193258377766737,-0.00674487901514015,-0.0128186418285639,-0.0221587725056268
526,3.20242366794935,-1.38144097678278,-1.32363295005306,0.0599488642844433,0.135167444695407,-0.00871400821150568,0.125954489571817,0.0562201871864218,0.0452111732433907,0.0179895701957018,0.0562133335647897,0.0196490572736819,0.0469869190230526,0.0296762399396423,0.0163260205612575,0.0246493849354975,0.00770644439527734,-0.00361978958510255,0.0145346773713286
527,3.09818840906718,-1.32644555579187,-1.31148293523304,0.0603622595542967,0.112705814233949,-0.00207124866544982,0.108069075242872,0.0484526546945179,0.0352068324138474,0.0540566483572257,0.0282935092062995,0.0223830009659161,0.0461435635234737,0.0450074406165401,-0.00217504958096659,0.0301519954376107,0.0115545279396747,0.0121378387504319,0.0428970526917752
528,3.07042264465531,-1.35102156605743,-1.28261564952722,0.0567120520050505,0.124058378649269,-0.000355595852388254,0.110359835271902,0.0298258960984815,0.0307149211653752,0.0597258517565641,0.0319798188706092,0.0209303743719746,0.0324566152917808,0.0477382066963937,-0.00425745669526984,0.0328502231495982,0.0080246494845576,0.0190638314523337,0.0318084350841191
529,3.07715707921347,-1.38459857319564,-1.29316858730984,0.0611402340038059,0.126295465955067,0.00668329035012879,0.103259336121307,0.0298510710828408,0.0283534706813645,0.0536898612107375,0.0310650441399401,0.01759825593418,0.0366367571580692,0.0489457542856236,-0.000681528410387856,0.0244815281822676,0.00163964265443219,0.0241450412414886,0.0292103610572179
530,3.08178305674861,-1.41781241119567,-1.31043263753727,0.0591284585787655,0.125173505520998,0.00802610186492503,0.104842663316625,0.0270257260714537,0.0313930425985954,0.0518855958343972,0.030271332652695,0.0192744836557938,0.0387235057381166,0.0507399124907952,-0.00204017283017249,0.0245317338579214,-0.000268623215151299,0.0259549165970939,0.0284978610843107
531,3.07192381163352,-1.43488356994864,-1.35390452934141,0.062492088517257,0.122936395048106,0.00470462222912494,0.104327901330674,0.0240835890696934,0.0337181973273515,0.0492662412798046,0.0399820458941851,0.0175825115929721,0.0361239695867913,0.0500424489148137,0.00287189574404242,0.0201770305607421,0.00438959948976889,0.0237134628677706,0.0293513843948394
532,3.07043372067975,-1.41190121708658,-1.35782650173841,0.0625096763164173,0.1221017643575,0.00248584778049685,0.104164716269558,0.0237181238221909,0.034033995623704,0.0497552752397069,0.040015697596299,0.0178980591153151,0.0356941751904983,0.0505009249498676,0.00273992088866102,0.0197289589279958,0.00541963444589424,0.0236062565652163,0.0325842296208971
533,3.07948435216942,-1.41256541011494,-1.41393080551246,0.0638194289346785,0.120134954651062,-1.44083495955031e-05,0.107024309910267,0.0189013657684873,0.0363541552201124,0.0466043577236688,0.0443635521563449,0.0188949546030305,0.0379217503726348,0.0491946844034279,0.00623089410485331,0.0216200430406421,0.00545495718910031,0.0233890860484104,0.0296263990114273
534,3.12176154183885,-1.52427055467713,-1.48114036472687,0.061635886849609,0.118328461853421,-0.0353840874754572,0.0894487339134402,0.0258993698097783,0.0381346771018933,0.0333468843861134,0.0359697465585719,0.0190909075092671,0.0268638195235581,0.0439087923259273,0.0154323281542654,0.0131648280020202,0.0163979815051025,0.0156835839894663,0.0502617042718058
535,3.16079472970541,-1.58713713032767,-1.60220990208935,0.0623721566428085,0.127878074963484,-0.0289726315428898,0.0882479200088437,0.0497800481717398,0.0607180889949382,0.0267044687635968,0.0282433430799497,0.0232099594627401,0.0211121097264858,0.0190227357261681,-0.0156715347874655,0.0206631779994552,0.0189900429397976,-0.00448735908681878,0.044833269168982
536,3.16474094005595,-1.57308692760441,-1.61035016792797,0.0631276572059016,0.127983729062803,-0.0293035803407781,0.0895362149309014,0.0490139147285428,0.0617291059188357,0.0272787700577031,0.0272166720518039,0.0229184217794322,0.0217747859667669,0.0195129030119633,-0.0152289522227389,0.0216818554363679,0.0203418916281942,-0.00306312833790692,0.0449215863985938
537,3.16662881941758,-1.56323330563428,-1.61422016255139,0.0626176652486429,0.128343990987982,-0.0304516567565348,0.0896078115893864,0.0486310694241769,0.0615944759497342,0.0279113405851597,0.0280889755412285,0.0230492287966494,0.0215029683495108,0.0199540043630875,-0.013687268484874,0.0216387900154915,0.0202129315238869,-0.00496727119122412,0.0437045989424153
538,3.16076740034899,-1.50918985933927,-1.5021676672546,0.0684901529869143,0.124832348297063,-0.034061571851269,0.0844677083593476,0.0434819270136812,0.0767190306537854,0.0320015709852149,0.00921791741495834,0.0269548782170502,0.0233133033938646,0.00668732121453129,6.23551384644777e-05,0.0245082297165662,0.0158188296915468,0.00111057538034992,0.0582977028640979
539,3.2017002730625,-1.80534833761677,-1.4269661981844,0.0826464153620948,0.125062067133787,-0.0661362343285149,0.0750252895687248,0.0443406758578862,0.0575057288281038,0.0197672047337295,0.00630154395230226,0.0371615202656128,0.024174893920801,-0.00104843640564123,-0.0104415847375248,0.0419840193027203,0.0335184302574692,0.00524492543633349,0.0271236542183209
540,3.21764377637694,-1.77623831488866,-1.62257910269729,0.0895646957701366,0.123028029698298,-0.0657098034161115,0.086208083584757,0.0476142853597428,0.0523358562675958,-0.00311613243944928,0.00124205431657223,0.0419248672195303,0.0292178594820456,-0.0159240678184094,-0.00618837320183434,0.0375357684245248,0.016299213965526,0.00536358914950036,0.0284519476467421
541,3.2168591896787,-1.72546779397892,-1.65334079479741,0.0895752220243501,0.121099797565786,-0.0763583596123581,0.0837266959449308,0.0498160066864005,0.0490584298328997,0.00386959927183876,0.00523227458594394,0.0460001113710983,0.0298219246337851,-0.0137783731142483,-0.00476145881986402,0.0400282756144372,0.0148620129211533,-0.010120157089172,0.0241965212900431
542,3.23176476861748,-1.69017080102598,-1.64196150469564,0.0888052062353585,0.123136115650334,-0.0803841380396839,0.0816797214810129,0.0500415342159347,0.0457292796734686,0.00648757162084797,0.0106969110388184,0.0446567075646066,0.02868401969605,-0.01974509159178,-0.00586013891742182,0.0426963789055481,0.0118188375987793,-0.00486054147158151,0.027289191574633
543,3.28639043619209,-1.70300576997751,-1.47481183797658,0.0923652676079475,0.122325532231983,-0.0756065217137957,0.0804136415011276,0.0511017394980696,0.0432460461885165,-0.00301873730254599,0.0103440191900979,0.0419900656906632,0.0313253788002028,-0.0212644401338221,-0.0148835864813034,0.0474735611808736,0.00565452274451692,-0.00415859077719724,0.0327846863265458
544,3.2845137048014,-1.7053148231294,-1.46906576314479,0.0922523494224108,0.122189289848901,-0.075714467315591,0.0800904245160666,0.050442483615175,0.042941171916639,-0.00305842212791028,0.0106961808082211,0.0424490789974314,0.031309190638593,-0.0223499988159507,-0.0148754115087715,0.0479074385836126,0.00658094345593941,-0.00480195526788147,0.0336671053833898
545,3.24479737012072,-1.69858240115836,-1.47717356589253,0.0900466361869851,0.122729178020528,-0.0748301232143042,0.0707518081980651,0.0571886362913451,0.049897561297159,-0.00982502718452705,0.0099229891131148,0.0422663163829289,0.0302891765215591,-0.014736318552619,-0.0119397713644194,0.0552108084437562,0.00186234472789304,-0.0101565785241394,0.0290205023122235
546,3.1927082705773,-1.91082065238615,-1.44730551499527,0.0812660537801224,0.118122916323056,-0.0761597532078248,0.047204409202341,0.0327315939580921,0.039470180510523,-0.00229378190217958,0.0226110173735941,0.0294982220589445,0.0243912889447135,-0.0267221794309669,-0.0301167088401904,0.0863232651948261,0.0234925131710188,-0.021777102983788,0.0302795543010712
547,3.18443202725422,-1.87972052192094,-1.40662575491895,0.0762655842676028,0.112082692448906,-0.0815996572495468,0.0480135757966555,0.0335614972433195,0.037926328941969,0.00120604475883499,0.0227377395599367,0.0322279427632974,0.0274230244467111,-0.0275942905724256,-0.0272024273435832,0.0876781834452335,0.0242870904509917,-0.0205655669215077,0.0296098945730196
548,3.15622293545664,-1.88229676516125,-1.29106464023114,0.0840660103139961,0.109172845952203,-0.0914291438553093,0.0432182418674241,0.0229212185622463,0.0367400752392024,-0.0144435141118926,0.00906150875709359,0.0231035398916142,0.0173910492458822,-0.035601724545371,-0.0164891459879508,0.0913660870836406,0.0205440127641344,-0.0129355419467243,0.0313216521303771
549,3.15996777361675,-1.93411743665319,-1.28430007379689,0.0788757193669734,0.104346635358519,-0.0921202055880885,0.0424775691159565,0.0172876144902877,0.0373387975001499,-0.0237529682611602,-0.0108265663189554,0.0347091935990968,0.0129053498806901,-0.0471903651380434,-0.0198842508823122,0.0797160340762595,0.0189820368223915,-0.033334940989621,0.00786544082935003
550,3.19057397737726,-0.707915453149061,-1.41894273512402,0.0964257726249634,0.0904205836716242,-0.0826017082345299,-0.00861171990857673,0.0668340603084466,0.107146175888046,-0.0331853515952955,0.113566954547678,0.0348825605483987,-0.0236034688817371,-0.0817456583022858,-0.0167864174699266,0.0691944843963661,0.0378384630800524,-0.0435485787032123,-0.08444721284444
551,3.27657547314834,-0.645500342111466,-1.31369810540634,0.0968083933430577,0.110136860952696,-0.0919377062056955,-0.0111399093122082,0.10204596593083,0.102158985106021,-0.0202516456497608,0.0829306783407783,0.0344508983422459,-0.0229381272083554,-0.0780692295693092,-0.0304145733194074,0.0843787536670798,0.0665824611864727,-0.0406782164051065,-0.0599589711603519
552,3.24571515631877,-0.715742945553006,-1.33022504678559,0.09945188788856,0.105379100991302,-0.0843543836730831,-0.00674443351562694,0.0938201012509903,0.103540141525928,-0.0113762079769624,0.0694226839985658,0.034415015250226,-0.0429807357528322,-0.0682923371590684,-0.0275196075424884,0.0635808037800488,0.0739668959870066,-0.0438944942689743,-0.0410038154538186
553,3.2359883051802,-0.696854475414964,-1.4988169775729,0.0950981763094414,0.103887123828773,-0.0913474567004509,0.000657484402404996,0.0957573378580023,0.0917757412280325,0.0065570820171854,0.0515616032515688,0.0314271834893388,-0.0401427284483229,-0.0662258116979278,-0.0278763312800091,0.0588888103970517,0.0701198577675332,-0.0377376231056602,-0.0526210698003952
554,3.25314724184307,-0.750620454651802,-1.49816965988418,0.0941768649198638,0.104124008199227,-0.0947404020441741,0.00339424841743769,0.0943793118131971,0.095176616840223,0.00881155959058546,0.0453268893614698,0.0331196498091672,-0.0359674293977845,-0.0670144817353369,-0.0301211261188471,0.0558351316891361,0.0810413993048527,-0.044669593550941,-0.0449208383743215
555,3.18439322057918,-0.983026621582904,-1.12166977004352,0.079964906853704,0.0900720667646867,-0.0878521727618383,0.0125669909168614,0.104140104478794,0.0565916485945299,0.0101298924281041,0.0808924619585252,0.0397377377165531,-0.044078879495526,-0.0495593333769593,-0.0600034545876601,0.0564543244091417,0.0576628717444867,-0.0448792521292176,0.00598684317853179
556,3.18037095905388,-0.967726314487864,-1.11371491764717,0.0797894777374589,0.0897609799974506,-0.0881075396124391,0.011778931274107,0.103681376216884,0.0583881424128786,0.00858651987294839,0.0802385414418076,0.039861705869609,-0.044255388044205,-0.0483058524092652,-0.0605789468354927,0.0559759649097926,0.0570625918412912,-0.046940986087108,0.00596340509129889
557,3.2524481089754,-0.859488469564219,-0.985717683018652,0.0825454356966931,0.0974848437417447,-0.102851806139461,0.00273577047655483,0.0873163340038859,0.0613667752603653,0.0363114308931607,0.0783522029350727,0.0331185204814491,-0.0410887456918309,-0.0673623925651795,-0.0478762822510961,0.0522470743740323,0.0252896006041817,-0.0535894605247466,0.0366918406447529
558,3.42250852146552,-1.08992513908882,-0.787307668772034,0.0715999730260205,0.0969083738243157,-0.0965589388060374,-0.0216248762887733,0.0478323686852273,0.0918467245652602,0.0215641866133684,0.0617159557909939,0.0498135987192133,-0.0299221303252102,-0.0847271424321625,-0.0569412793264672,0.0338742010737027,0.0442749627630475,-0.0306332819737569,0.0197836763949844
559,3.37620197082232,-1.14348936901238,-0.726728104001131,0.0670760195075537,0.102005664363297,-0.0863684071713475,-0.0181824234245976,0.0387037256558898,0.0859754249952458,0.0165624818409476,0.0527461777836085,0.0515579198649542,-0.029495572392431,-0.0889536000211628,-0.0473767804528451,0.0479310509788512,0.0388825061823011,-0.0319352856488363,0.0169913055142973
560,3.37940467773651,-1.16446306732725,-0.719985588264489,0.0677655173115714,0.101722897786753,-0.0848560541819414,-0.0175815919763477,0.0413078765177967,0.0865358283715683,0.0184773317218769,0.0523046200212582,0.0510507939372042,-0.0293571260347451,-0.0868333406968982,-0.0467583849759582,0.0467631547801303,0.0383473523729651,-0.0308865664566409,0.0171890195201502
561,3.29994505889485,-0.978445756305847,-0.425897105324238,0.0653952972826137,0.105706441833159,-0.0973209651784969,-0.0182539766633211,0.0550459917539306,0.102022511679732,-0.0256675285555717,0.0370572842278886,0.0507268621568645,-0.0221406528375385,-0.0895110753622427,-0.043530332285036,0.0337541319902326,0.0418386872763054,-0.0229396325188339,0.0172074773589193
562,3.28318501035446,-1.42773684178596,-0.402535275548901,0.0927635582342002,0.0900881213101926,-0.0586794654382883,0.00547462960296925,0.0609299723211549,0.124925146698241,-0.000773697236253745,0.0403934082895126,0.0640176705027494,-0.0323585196196261,-0.104625825513372,-0.0338097929221443,0.0201583471419285,0.0602848105316655,0.0307391563780861,0.0350506670233281
